Gene	Length	Counts	TotalReads	RPKM(32284564 pairs)	TPM(10.51 norm. reads)
CCT6A	2733	18577	32284564	210.543105142	646.679516732
YWHAQ	2296	15553	32284564	209.820231855	644.459223897
RP11-575L7.8	392	2628	32284564	207.655944576	637.811652841
SERBP1	6747	45100	32284564	207.047936258	635.944165777
CCT8	2153	14384	32284564	206.938224646	635.607188453
PRELID1	1266	8435	32284564	206.374700293	633.87633312
SSB	1960	13007	32284564	205.55409978	631.355872794
RP6-24A23.7	4997	32932	32284564	204.133288358	626.991875014
RP11-793H13.8	1584	10388	32284564	203.13363402	623.921453954
FTH1	1623	10638	32284564	203.023607525	623.58350947
RPL35A	1520	9892	32284564	201.579142802	619.146860982
RPL18A	2037	13179	32284564	200.399439868	615.523423764
AL132780.1	110	707	32284564	199.08191194	611.476659454
AC104534.3	971	6217	32284564	198.320090428	609.136737817
CTB-12A17.3	298	1901	32284564	197.592714304	606.902614595
ATP5O	939	5940	32284564	195.9412738	601.830243567
MRFAP1	2186	13811	32284564	195.695140762	601.074250185
RPL34	1143	7220	32284564	195.657293411	600.958002698
DNAJA1	2390	15075	32284564	195.372977029	600.084729833
ATP6V1G2-DDX39B	2052	12935	32284564	195.251397473	599.711300325
RPS9	1868	11774	32284564	195.2325532	599.653420465
RP4-816N1.7	289	1819	32284564	194.957492598	598.808576569
GNL3	2152	13490	32284564	194.166703338	596.379680994
NDUFB10	868	5438	32284564	194.054872741	596.036195244
PCNA	1478	9255	32284564	193.957716907	595.737782773
ANP32A	2459	15391	32284564	193.871238083	595.472164558
TOMM20	3392	21026	32284564	192.002061115	589.731019733
PPA1	1340	8274	32284564	191.25631883	587.440485165
RPS28	1330	8206	32284564	191.110674811	586.993142073
MARCKSL1	1701	10432	32284564	189.962702354	583.467164466
RP1-20B21.4	313	1916	32284564	189.607818486	582.377144785
CCT2	2402	14561	32284564	187.76873184	576.728421868
ATP1A1	4238	25682	32284564	187.703756232	576.528850406
HNRNPL	2528	15281	32284564	187.231872392	575.079467331
ATP5J2	646	3880	32284564	186.039122302	571.415955998
LUZP6	178	1068	32284564	185.847329392	570.826867383
RP11-661A12.7	433	2594	32284564	185.561190317	569.947996148
MIF	942	5643	32284564	185.551394155	569.917907403
DDX39B	2167	12953	32284564	185.146935673	568.675620152
DDX17	4804	28689	32284564	184.976895398	568.153344378
RPL38	1569	9332	32284564	184.228519003	565.854719186
AC009133.15	549	3256	32284564	183.70337113	564.241736551
CHCHD2	905	5360	32284564	183.451507467	563.468141653
HSPA9	3338	19766	32284564	183.416133052	563.359489749
PLS3	3535	20873	32284564	182.894451033	561.757152423
ATP5I	369	2177	32284564	182.741479714	561.287303655
YBX3	1930	11356	32284564	182.252355145	559.784965976
PRDX6	1756	10262	32284564	181.014169915	555.981901394
RPS23	3916	22840	32284564	180.658537765	554.889583377
SNORD86	87	506	32284564	180.150859526	553.330258421
SF3B6	774	4482	32284564	179.364283018	550.914302242
PPIB	1086	6242	32284564	178.032386444	546.823404881
EIF3B	3076	17619	32284564	177.418947582	544.939237994
VDAC3	1408	8043	32284564	176.937745064	543.461232761
AP000350.10	794	4534	32284564	176.874851273	543.268055566
CALM2	1524	8688	32284564	176.579352336	542.360435676
ATF4	2517	14327	32284564	176.310070733	541.533341875
TOMM6	640	3583	32284564	173.409109691	532.623090061
EWSR1	3052	17050	32284564	173.03937124	531.487444784
RPS5	2070	11488	32284564	171.901297911	527.991872182
RPL15	5231	28953	32284564	171.440697378	526.577145585
DHX9	4268	23452	32284564	170.200389289	522.767560679
PFN1	1943	10674	32284564	170.160781775	522.645906883
SNRNP70	1668	9091	32284564	168.818752149	518.523886029
CBX3	2269	12302	32284564	167.936965343	515.815493062
RP11-227G15.3	519	2802	32284564	167.226787719	513.634194736
PRDX2	993	5361	32284564	167.225164967	513.62921048
PSMB1	934	5023	32284564	166.579431752	511.645852046
HMGB2	1923	10326	32284564	166.325145026	510.864814751
KB-1043D8.6	385	2054	32284564	165.25126172	507.566400695
KHSRP	3013	16065	32284564	165.153078144	507.264831536
MAZ	3219	17053	32284564	164.091048365	504.002825385
PRDX3	1598	8459	32284564	163.963554373	503.611229787
EIF4B	4178	21977	32284564	162.931496651	500.441282291
YWHAZ	6254	32873	32284564	162.8120472	500.07439536
AC009133.24	476	2502	32284564	162.811631001	500.073117014
PTBP1	3712	19423	32284564	162.07402473	497.807572072
MIR3652	132	690	32284564	161.912446062	497.311285978
STIP1	2977	15514	32284564	161.417280719	495.790394165
XRCC5	3784	19702	32284564	161.273964222	495.350200017
DDX21	5036	26179	32284564	161.017250336	494.561707745
RP11-15B17.1	1723	8929	32284564	160.517586007	493.026997375
ACLY	4407	22534	32284564	158.379990944	486.461410998
SRSF3	4393	22459	32284564	158.355913606	486.387457871
RPS26	1187	6061	32284564	158.160722191	485.787930807
RPS19	2415	12300	32284564	157.75860259	484.552827385
PCBP2	3186	16213	32284564	157.624123846	484.139778242
PSMB3	779	3935	32284564	156.463252281	480.574181248
BSG	2290	11565	32284564	156.428265242	480.466719162
HSPA1B	2522	12713	32284564	156.137793984	479.574541702
EIF1	2340	11782	32284564	155.958207614	479.022945264
GSTP1	972	4890	32284564	155.828779275	478.625408351
MORF4L1	3256	16353	32284564	155.567228581	477.822059906
MCM4	4237	21252	32284564	155.362577462	477.193477524
CTD-2659N19.10	298	1494	32284564	155.288540331	476.966073753
RP11-849F2.7	3093	15471	32284564	154.932860924	475.873610588
SNRPE	985	4915	32284564	154.558312007	474.723190049
AC105030.1	86	428	32284564	154.152436008	473.476548915
EIF4H	2686	13288	32284564	153.235251487	470.659432476
MIR4745	63	310	32284564	152.414476486	468.138436214
HDAC1	2138	10451	32284564	151.410230705	465.053912615
HNRNPA3	6043	29265	32284564	150.003367386	460.732756191
KPNA2	2790	13488	32284564	149.74365465	459.935053003
MIR4721	90	434	32284564	149.366186956	458.775667489
HNRNPC	6280	30116	32284564	148.539760403	456.237312583
TRIM28	2977	14266	32284564	148.432314473	455.907294261
EIF4G1	6497	31015	32284564	147.864525194	454.163339282
AC009065.1	540	2569	32284564	147.358576916	452.609327873
DEK	3438	16344	32284564	147.250763602	452.278181138
APEX1	1498	7104	32284564	146.89134713	451.174239641
ALDOA	4226	20040	32284564	146.883596822	451.150434704
CCT5	4044	19153	32284564	146.700210182	450.587165801
RP11-24C3.2	1054	4955	32284564	145.615673172	447.256029077
KHDRBS1	2766	12993	32284564	145.499780115	446.900065552
RPL37A	4537	21308	32284564	145.471857126	446.814300573
STRAP	1917	8988	32284564	145.226551607	446.060848899
XX-FW83563B9.5	1940	9036	32284564	144.27117426	443.126423855
AC018867.2	139	647	32284564	144.17652532	442.835711267
UBA1	4737	22031	32284564	144.057508755	442.470153941
EIF2S3	2870	13341	32284564	143.983113904	442.241651438
RPL13	4730	21925	32284564	143.576557327	440.992919922
LRRC75A-AS1	2369	10973	32284564	143.471418702	440.669988448
ERH	1436	6596	32284564	142.275880301	436.997912867
IRS4	3929	18011	32284564	141.991017633	436.122962095
AL021546.6	557	2547	32284564	141.637686404	435.037711318
CSE1L	3652	16681	32284564	141.480435451	434.554717726
KPNB1	6705	30491	32284564	140.856846147	432.639373934
STARD7	3376	15349	32284564	140.825960646	432.54450965
SNORD58B	67	304	32284564	140.541264018	431.670068867
EIF3G	1114	5051	32284564	140.442079707	431.365425965
NASP	3369	15210	32284564	139.840599587	429.51799015
SSBP1	1505	6711	32284564	138.119759419	424.232459248
PSMB7	988	4399	32284564	137.912011133	423.594363971
SLC25A6	2066	9192	32284564	137.811282008	423.284976201
AP000304.12	1086	4829	32284564	137.731239048	423.039125628
AC112205.1	101	449	32284564	137.698763857	422.939378639
GPX4	1240	5505	32284564	137.512036063	422.365847439
COX8A	509	2259	32284564	137.468604158	422.232447092
RPS21	1026	4551	32284564	137.392981817	422.000174376
RCC2	4139	18350	32284564	137.323769604	421.787590259
PEBP1	1701	7533	32284564	137.173028837	421.324592592
JUN	3541	15667	32284564	137.045566676	420.933094761
MIR3661	97	429	32284564	136.990557233	420.764134205
AL109927.1	172	760	32284564	136.864312343	420.376375205
PSMD4	1369	6035	32284564	136.545974298	419.398605388
RBMX	4003	17489	32284564	135.327002404	415.654554237
HSPA5	3916	17062	32284564	134.956040777	414.515151996
CKS2	616	2678	32284564	134.65886042	413.602367655
SNRPD2	1504	6528	32284564	134.442748922	412.938584915
CS	3158	13705	32284564	134.422506297	412.876410043
ATP5H	631	2733	32284564	134.157620504	412.062817897
TAF15	2379	10300	32284564	134.105891323	411.903932608
PRMT1	1921	8304	32284564	133.895212847	411.256837303
TPT1	5636	24245	32284564	133.246643634	409.264768148
RP1-65P5.3	152	653	32284564	133.068318085	408.7170443
SRSF2	2928	12566	32284564	132.932464774	408.299773198
MIR4742	86	368	32284564	132.542281427	407.101331777
NOP56	2412	10315	32284564	132.463737057	406.860084097
FUS	5137	21957	32284564	132.394063055	406.646081602
DNAJC8	1768	7548	32284564	132.237522837	406.165271023
RPL36AL	748	3188	32284564	132.014546814	405.480404015
RP11-552M11.4	725	3089	32284564	131.972965631	405.352688126
CDK4	2084	8867	32284564	131.790488621	404.792213139
PGAM1	1834	7777	32284564	131.34629959	403.427894187
RBM3	3154	13363	32284564	131.234298387	403.083884424
HSD17B10	966	4087	32284564	131.048660322	402.51370031
ARPC3	1021	4305	32284564	130.602800038	401.144248137
HNRNPH3	2349	9874	32284564	130.201258012	399.910918727
PRPF8	7534	31578	32284564	129.826718157	398.76052602
RP4-734P14.4	830	3478	32284564	129.794580648	398.661816217
NGFRAP1	1083	4538	32284564	129.789963186	398.647633762
CFL1	2437	10210	32284564	129.770293605	398.587218984
CYCS	4461	18675	32284564	129.668193843	398.273621325
PHB2	1528	6386	32284564	129.452557319	397.611297459
MCM7	3667	15303	32284564	129.261961717	397.025886354
RBBP7	2739	11420	32284564	129.145460732	396.668055587
MRPL3	1812	7546	32284564	128.992268911	396.19752955
TMBIM6	3424	14251	32284564	128.918919936	395.972239441
MRPL37	1831	7597	32284564	128.516490205	394.736183462
ATP5C1	1173	4855	32284564	128.202441631	393.771588682
PCBP1	1751	7228	32284564	127.860698348	392.721930082
CALM3	2586	10612	32284564	127.108266274	390.410847942
LBR	3910	16034	32284564	127.019440728	390.138021808
DDX3X	5835	23835	32284564	126.525881065	388.622061813
NDUFB8	1016	4138	32284564	126.154240326	387.480573693
U2AF1L5	1825	7399	32284564	125.578483121	385.712145367
CA2	1724	6922	32284564	124.365353254	381.986037899
SRSF7	2497	10022	32284564	124.319979654	381.846673669
TOP2A	5793	23136	32284564	123.705731424	379.960020823
VDAC1	2159	8608	32284564	123.496511611	379.317405777
PRDX4	1368	5447	32284564	123.332164133	378.812615331
RPN1	2647	10533	32284564	123.254622874	378.574448693
TSIX	37028	146638	32284564	122.665193401	376.764026229
CDC37	1616	6396	32284564	122.594834859	376.547921182
GANAB	4042	15946	32284564	122.19699466	375.325961871
NME1	1976	7782	32284564	121.985822987	374.677351719
U2AF1	1888	7399	32284564	121.388099415	372.841454076
RPS15A	4355	17065	32284564	121.373313283	372.796038725
PSMA2	1495	5848	32284564	121.163342507	372.151117108
CTNNB1	4000	15615	32284564	120.916918686	371.394230591
UBL5	518	2022	32284564	120.908397694	371.36805851
SEPT2	4303	16767	32284564	120.694948173	370.712451987
RP11-498C9.2	531	2063	32284564	120.339937394	369.622042502
ACTR2	4158	16145	32284564	120.270367686	369.408360346
XPO1	5342	20556	32284564	119.189994477	366.090012665
NOLC1	3983	15260	32284564	118.672284146	364.49987431
NOP58	2061	7889	32284564	118.562961473	364.164091605
STMN1	2529	9678	32284564	118.533705935	364.074233724
AL441883.1	712	2723	32284564	118.460271052	363.848679748
PRPF19	2173	8285	32284564	118.0967268	362.732059846
MIF-AS1	1479	5632	32284564	117.950434881	362.282726741
EIF3D	2277	8631	32284564	117.409478845	360.621189605
GPATCH4	1980	7481	32284564	117.030628888	359.457558493
RP11-140L24.4	1233	4657	32284564	116.98986388	359.332349473
HEY1	2584	9714	32284564	116.442270235	357.650425036
RPS20	2715	10170	32284564	116.026233267	356.372574665
MIR5047	101	378	32284564	115.924571799	356.060323219
ANP32E	3559	13251	32284564	115.325604654	354.220605961
DDB1	4533	16877	32284564	115.322647921	354.211524407
ST13	3607	13415	32284564	115.199238693	353.832475092
PSMA3	986	3667	32284564	115.196443016	353.823888217
EPRS	5046	18736	32284564	115.009762303	353.250501628
CCNB1	2178	8034	32284564	114.256002781	350.935342253
U2AF2	3049	11243	32284564	114.216766391	350.814828358
P4HB	2616	9644	32284564	114.189070124	350.72975975
SQLE	2981	10979	32284564	114.079046707	350.391824723
ALYREF	1094	4020	32284564	113.818748348	349.592322803
H3F3B	2934	10746	32284564	113.446682666	348.449529476
GDI2	2423	8874	32284564	113.441271222	348.43290832
IARS	4826	17666	32284564	113.385098807	348.260375715
COX4I1	1781	6510	32284564	113.219737446	347.752471146
MRPL15	1152	4196	32284564	112.820514197	346.526263822
SF3B2	3327	12069	32284564	112.363060737	345.121203409
SF3B5	694	2517	32284564	112.338551412	345.04592344
MATR3	6376	23115	32284564	112.292477491	344.904408186
C7orf55-LUC7L2	1672	6053	32284564	112.134557896	344.419360872
TOMM7	1129	4083	32284564	112.018695883	344.063492696
HMGB1	7360	26592	32284564	111.912413569	343.737048402
SCARNA15	128	462	32284564	111.798784088	343.38803741
AL136376.1	344	1241	32284564	111.742507643	343.215185282
BLOC1S5-TXNDC5	3043	10955	32284564	111.510433426	342.502373326
RPL27A	6332	22786	32284564	111.463393544	342.35789114
MIR1181	82	294	32284564	111.055111466	341.103859778
ILF3	7934	28430	32284564	110.991504383	340.908491717
ARF4	1666	5957	32284564	110.753555541	340.177635954
YWHAB	3151	11256	32284564	110.647283383	339.851222853
MIR1226	76	270	32284564	110.041181877	337.989592529
PFDN2	681	2413	32284564	109.752718019	337.103580762
GARS	2670	9402	32284564	109.072196688	335.013371232
MAGOH	761	2678	32284564	109.001127489	334.79508341
SNRPD3	1889	6632	32284564	108.747087395	334.014803643
SLC16A1	4674	16276	32284564	107.860901911	331.292900211
EIF3A	6687	23282	32284564	107.843515351	331.239497692
MIR636	100	348	32284564	107.791451048	331.079583082
TAGLN2	1951	6781	32284564	107.656820486	330.666067634
MCM3	3230	11182	32284564	107.231415752	329.359444328
ANXA5	1775	6119	32284564	106.779324747	327.970854603
AHCY	2485	8547	32284564	106.535018398	327.220471866
PSMA7	1576	5420	32284564	106.524167228	327.187142684
BCLAF1	7317	25129	32284564	106.376874409	326.73473533
RCC1	3243	11125	32284564	106.257145621	326.366990422
AC015987.2	1674	5736	32284564	106.13503399	325.991926654
MIR611	68	233	32284564	106.133401344	325.98691201
PGD	1898	6461	32284564	105.440779347	323.85953549
CTD-2545G14.7	780	2652	32284564	105.313486656	323.468558184
SRM	1274	4325	32284564	105.153021929	322.975693542
ODC1	2973	10046	32284564	104.665448541	321.47812029
RPN2	2581	8714	32284564	104.576625877	321.205303008
AC087645.1	1019	3437	32284564	104.474529133	320.891714621
CTD-2410N18.5	486	1639	32284564	104.459455718	320.845416886
KARS	2450	8229	32284564	104.036576433	319.546550455
COX7C	1839	6168	32284564	103.888556071	319.091908466
PPM1G	2321	7731	32284564	103.172892685	316.893760717
PRPS1	2287	7615	32284564	103.135651751	316.779375829
EI24	2477	8240	32284564	103.040101884	316.48589606
MAT2A	3762	12503	32284564	102.943875571	316.190338601
TXNDC5	3240	10764	32284564	102.904354608	316.068950644
TUFM	2081	6899	32284564	102.687868451	315.404017145
COPS3	1874	6212	32284564	102.67552563	315.366106384
PSMC3	1592	5269	32284564	102.515659398	314.875080009
NT5C3B	1305	4315	32284564	102.41778114	314.574448628
YARS	3251	10655	32284564	101.517650706	311.809713522
PAICS	6714	21941	32284564	101.223221482	310.905379239
MAPRE1	2630	8592	32284564	101.191397601	310.807632735
HSPA4	4875	15877	32284564	100.87856577	309.84677516
FKBP4	3794	12335	32284564	100.704041823	309.310727867
PDIA6	3501	11366	32284564	100.558923444	308.864999271
APLP2	3938	12757	32284564	100.340882896	308.195291485
ATP5F1	3163	10246	32284564	100.336797184	308.182742291
DAD1	734	2372	32284564	100.097607929	307.44807662
RP11-977G19.10	946	3056	32284564	100.061564239	307.337369049
SEC61B	658	2121	32284564	99.8435120672	306.667625562
RPL22	2657	8548	32284564	99.6501675854	306.07377132
FKBP1A	2268	7291	32284564	99.5747265285	305.842055415
EIF4A3	1746	5607	32284564	99.469833515	305.519878333
PFDN5	896	2877	32284564	99.4573598702	305.481565748
SNRPA1	1072	3437	32284564	99.3092772267	305.026732462
DHCR24	4259	13652	32284564	99.2873030002	304.959239004
IDI1	2306	7387	32284564	99.2233465035	304.762797728
TOP1	3759	12035	32284564	99.1696643273	304.597913849
DHX15	3008	9630	32284564	99.1638842004	304.580160289
