Gene	Length	Counts	TotalReads	RPKM(25420418 pairs)	TPM(8.15 norm. reads)
XXbac-BPG252P9.9	774	13342	25420418	678.105533048	2115.60223127
HSPA8	2709	46573	25420418	676.304880199	2109.98442549
ACTG1	2372	40701	25420418	675.006115375	2105.93244593
HMGN2	1201	20563	25420418	673.535949023	2101.3457156
EEF2	3179	54154	25420418	670.127322078	2090.71123702
GNB2L1	1882	31804	25420418	664.782285274	2074.0354082
RPS12	637	10729	25420418	662.578173527	2067.15886244
RPL13A	1189	19567	25420418	647.380632805	2019.74448592
EIF4A1	1767	29071	25420418	647.203316412	2019.19128153
RPL30	655	10752	25420418	645.751268747	2014.66107918
RP11-290D2.6	590	9456	25420418	630.482104742	1967.02324722
RPL10A	722	11395	25420418	620.861091917	1937.00692201
RPL19	1132	17653	25420418	613.464458696	1913.93037569
RPS6	2530	37846	25420418	588.459768074	1835.91895019
HSPD1	2583	38345	25420418	583.984941103	1821.95806437
RPS27	717	10482	25420418	575.09860231	1794.23382785
RPS7	1170	17011	25420418	571.954255013	1784.42386785
RPL35	544	7833	25420418	566.430381232	1767.19009062
NCL	4048	56037	25420418	544.567457981	1698.98057608
RP11-1035H13.3	771	10476	25420418	534.513186924	1667.61254081
RPLP0	1822	23800	25420418	513.861282923	1603.18125091
RPS25	840	10940	25420418	512.336560469	1598.42431254
YWHAE	2251	29294	25420418	511.941686287	1597.19235577
TUBB	3364	43747	25420418	511.575339847	1596.0494019
RPS13	652	8465	25420418	510.736244949	1593.43153351
RPS10-NUDT3	885	11317	25420418	503.043286757	1569.43049131
MIR3064	68	846	25420418	489.416675626	1526.9172135
RPL7	2365	29259	25420418	486.682405863	1518.38664276
UBB	1620	20018	25420418	486.097047006	1516.56039826
RPS16	687	8484	25420418	485.804166484	1515.64664862
RPL21	1086	13324	25420418	482.638665163	1505.77069078
XIST	19281	235823	25420418	481.142718517	1501.10352924
RP11-11N7.5	501	5974	25420418	469.077719202	1463.46227987
PRDX1	1258	14823	25420418	463.524591579	1446.1372344
RPL9	1206	14155	25420418	461.721266557	1440.51109178
RPL4	3280	37794	25420418	453.279760215	1414.17467543
TMSB10	499	5723	25420418	451.17031025	1407.59346227
RPS27A	1382	15486	25420418	440.80704245	1375.26139682
RPS10	987	10955	25420418	436.628964171	1362.22632882
HNRNPA1	4292	47024	25420418	430.999898463	1344.66436628
PPIA	2541	26780	25420418	414.594197935	1293.48068623
RPL23A	2029	21128	25420418	409.631790305	1277.99861133
RPL27	1122	11675	25420418	409.337322726	1277.07991028
RPL29	1598	16538	25420418	407.121019139	1270.16532754
AC119673.1	1658	17127	25420418	406.362930811	1267.80018925
RP11-603J24.9	495	5025	25420418	399.34493412	1245.9049403
CALR	1912	19376	25420418	398.651635602	1243.74193791
RPLP1	1201	12063	25420418	395.120563783	1232.72544703
AC010761.8	901	9019	25420418	393.777509922	1228.53529136
RPL36A	1256	12560	25420418	393.384561969	1227.30934418
LDHA	2977	29687	25420418	392.287789425	1223.88755461
ATP5B	1849	18221	25420418	387.661444221	1209.45395134
RPL17	1151	11145	25420418	380.909725729	1188.3894562
RPL26	1598	15390	25420418	378.860350983	1181.99567002
HNRNPK	3063	29417	25420418	377.805865473	1178.70581057
RPS14	1830	17437	25420418	374.833147926	1169.43131336
NME1-NME2	1250	11167	25420418	351.434032281	1096.42907572
OAZ1	1154	10287	25420418	350.671316202	1094.04949944
HNRNPAB	1894	16617	25420418	345.135758513	1076.77926992
NUCKS1	6503	56189	25420418	339.902893318	1060.45340212
SRP9	1733	14889	25420418	337.974768792	1054.43790107
CSDE1	4334	36782	25420418	333.859505269	1041.59880705
TMA7	565	4757	25420418	331.208913502	1033.32930093
C1QBP	1246	10466	25420418	330.430403336	1030.90044913
SOD1	971	8114	25420418	328.725266305	1025.58064044
SENP3-EIF4A1	3541	29105	25420418	323.33966891	1008.77826779
PTGES3	2086	17122	25420418	322.892160596	1007.38209928
HMGN1	1578	12948	25420418	322.784747045	1007.04698279
EIF4G2	4511	36747	25420418	320.454500081	999.776911342
CKB	1717	13975	25420418	320.183416046	998.931163945
RPS24	2952	23991	25420418	319.704912812	997.438295266
PABPC1	3500	28427	25420418	319.506941231	996.820649344
HNRNPU	6011	48777	25420418	319.216748946	995.91528666
RPL18	1439	11610	25420418	317.386710525	990.205801664
RP11-229E13.4	157	1263	25420418	316.461593482	987.319555223
CCT3	2278	18111	25420418	312.756268737	975.759417579
PKM	3327	26368	25420418	311.775296964	972.698911553
RP11-138C9.1	268	2111	25420418	309.863735193	966.735084166
XRCC6	2958	23181	25420418	308.284230257	961.807231489
CNBP	1675	12996	25420418	305.219448797	952.245506685
EIF5A	2103	16209	25420418	303.203536137	945.956117919
RP11-124N14.3	708	5449	25420418	302.761649459	944.577488198
SET	3462	26600	25420418	302.253880658	942.993314709
EIF3E	1556	11940	25420418	301.864503208	941.778507039
PARP1	4283	32779	25420418	301.068236208	939.294256197
BTF3	1284	9791	25420418	299.971047215	935.871167358
TPI1	2181	16617	25420418	299.718994326	935.084794693
ANP32B	1470	11187	25420418	299.373679915	934.007458051
UQCRH	608	4590	25420418	296.979463723	926.537810821
RPL17-C18orf32	1470	11043	25420418	295.520116859	921.984835904
RHOA	2176	16250	25420418	293.772938051	916.533862267
MORF4L2	2162	16126	25420418	293.419030819	915.429717126
RPS15	1293	9558	25420418	290.794249288	907.240735629
HSP90B1	2876	21209	25420418	290.100597177	905.076630067
CANX	4463	32861	25420418	289.648444787	903.665972645
SLC25A5	1278	9276	25420418	285.527010706	890.807627279
RP11-159D12.5	714	5152	25420418	283.85395844	885.587918938
SCD	5368	38588	25420418	282.785459711	882.254340038
EEF1B2	1124	8025	25420418	280.86397774	876.259562905
GLO1	2018	14265	25420418	278.07882936	867.57025742
MIR4444-1	75	523	25420418	274.32016788	855.843716009
PLS3	3535	24321	25420418	270.65080429	844.395772555
MIR1282	102	696	25420418	268.427112873	837.458140735
VIM	2146	14394	25420418	263.857287278	823.200871395
HNRNPD	3072	20556	25420418	263.229591661	821.242541634
NDUFB10	868	5721	25420418	259.280308643	808.921285491
RP11-161H23.5	682	4484	25420418	258.641697342	806.928900192
RANBP1	1637	10759	25420418	258.547617729	806.635383876
SRSF1	3205	20963	25420418	257.301733933	802.748386336
MIR3620	80	520	25420418	255.69996528	797.751073718
CCT7	2056	13323	25420418	254.915492175	795.303618313
RP11-186B7.4	4566	29144	25420418	251.090663032	783.370642287
IMPDH2	1657	10539	25420418	250.203976982	780.604295614
FBL	1179	7476	25420418	249.443849472	778.232795343
RP11-872D17.4	313	1980	25420418	248.850297987	776.380990888
RP11-269F19.2	583	3682	25420418	248.446304832	775.120584095
RPL36	1404	8841	25420418	247.714594898	772.837743013
TXN	874	5478	25420418	246.563001198	769.244918469
RP11-864I4.1	5081	31457	25420418	243.548477974	759.839992913
RPL23	3102	19156	25420418	242.929550905	757.909019895
TCP1	2511	15441	25420418	241.905655968	754.714599104
CCT4	2534	15552	25420418	241.433177101	753.240525679
PSMB4	971	5933	25420418	240.365664898	749.910024616
PRDX3	1598	9712	25420418	239.083283219	745.909158366
DDX5	2779	16765	25420418	237.318898216	740.404503605
RPL35A	1520	9120	25420418	236.030737181	736.385606509
RPL32	3425	20445	25420418	234.824740714	732.623052315
RPL10	2786	16539	25420418	233.531488529	728.588271479
PCNA	1478	8712	25420418	231.878640316	723.431597192
HNRNPM	2709	15956	25420418	231.703361786	722.884750674
MARCKSL1	1701	9998	25420418	231.22039098	721.377943746
SRSF9	1205	7016	25420418	229.044488529	714.589407367
RPLP2	979	5697	25420418	228.918472884	714.196254729
RP11-603J24.17	436	2531	25420418	228.361542739	712.458704156
CTC-425F1.4	272	1575	25420418	227.787016581	710.666256281
RAN	3176	18036	25420418	223.396850116	696.969500367
CTB-12A17.3	298	1692	25420418	223.357945923	696.84812428
PPA1	1340	7581	25420418	222.555848081	694.345681958
SSRP1	2836	15960	25420418	221.382849401	690.686076626
FTH1	1623	9095	25420418	220.445630999	687.762075498
NONO	3231	18060	25420418	219.886263979	686.016922188
RP11-575L7.8	392	2190	25420418	219.773518039	685.665169326
SFPQ	3757	20884	25420418	218.670300563	682.223272395
CCT8	2153	11965	25420418	218.618034555	682.060209156
YWHAQ	2296	12671	25420418	217.098248463	677.318671608
RP11-388M20.6	465	2547	25420418	215.473221362	672.248795619
ILF2	2212	12024	25420418	213.83616515	667.141390345
EIF3I	1469	7908	25420418	211.768898302	660.691783103
RPS3	4363	23447	25420418	211.4070095	659.562736489
RP6-24A23.6	565	3026	25420418	210.687023809	657.316473538
MRFAP1	2186	11666	25420418	209.9370677	654.976706734
PA2G4	2636	14018	25420418	209.198209017	652.671562471
SERBP1	6747	35732	25420418	208.335811002	649.980991348
GNL3	2152	11361	25420418	207.678531995	647.930365206
HDGF	2798	14741	25420418	207.250958827	646.5963918
NME2	1498	7862	25420418	206.461243405	644.132581038
ARF1	2204	11548	25420418	206.116375754	643.056638231
SNRPB	1161	6057	25420418	205.230860624	640.293944677
CALM2	1524	7934	25420418	204.797448469	638.941754379
MIR3940	103	534	25420418	203.948889409	636.294359022
ATF4	2517	13006	25420418	203.272134008	634.182969027
DDX21	5036	26013	25420418	203.199217842	633.955479948
HSPE1	1033	5308	25420418	202.137972404	630.644530388
AC104534.3	971	4980	25420418	201.756448878	629.454225955
AL049829.1	281	1433	25420418	200.612127154	625.884089043
SF3B6	774	3933	25420418	199.894248349	623.644399311
RPL15	5231	26555	25420418	199.70038316	623.039564801
SSB	1960	9947	25420418	199.642665199	622.859492172
AC009133.15	549	2777	25420418	198.985232894	620.808387758
NGFRAP1	1083	5459	25420418	198.290519279	618.640970442
TUBB4B	1641	8190	25420418	196.33269729	612.532817114
PGAM1	1834	9150	25420418	196.263290186	612.316275859
ATP1A1	4238	21141	25420418	196.237447489	612.235649961
AC004824.1	65	322	25420418	194.876659929	607.990167425
PRDX6	1756	8695	25420418	194.788084642	607.713823898
NDUFS5	551	2721	25420418	194.264862635	606.081438388
ANP32A	2459	12137	25420418	194.164637195	605.768747878
LUZP6	178	876	25420418	193.598245104	604.001677249
RP11-793H13.8	1584	7780	25420418	193.21539723	602.807241018
CCT6A	2733	13407	25420418	192.978661629	602.068656328
ATP5O	939	4603	25420418	192.838033945	601.629916003
RP4-816N1.7	289	1412	25420418	192.20034654	599.640413143
CBX3	2269	11050	25420418	191.577761558	597.698027907
ATP6V1G2-DDX39B	2052	9948	25420418	190.710995247	594.993828261
AL353354.1	68	325	25420418	188.014680353	586.581671851
HSPE1-MOB4	899	4222	25420418	184.746342673	576.384877768
ATP5J2	646	3028	25420418	184.391401493	575.277506839
HNRNPL	2528	11843	25420418	184.290085736	574.961414681
GPX4	1240	5783	25420418	183.46313886	572.381446564
DNAJA1	2390	11143	25420418	183.409379666	572.213724779
RP1-65P5.3	152	706	25420418	182.716776809	570.052892758
CCT2	2402	11152	25420418	182.640492718	569.814896183
HNRNPH1	4281	19869	25420418	182.577852412	569.619466469
DDX17	4804	22197	25420418	181.764303123	567.081297102
TOMM20	3392	15664	25420418	181.662021777	566.762192431
DDX39B	2167	9967	25420418	180.935114404	564.494334723
NHP2	869	3996	25420418	180.893522397	564.364572997
PPIB	1086	4978	25420418	180.319369197	562.573288705
TOMM6	640	2911	25420418	178.928509358	558.233984517
MAZ	3219	14607	25420418	178.5078688	556.921639964
ATP5C1	1173	5316	25420418	178.280676166	556.212828104
RPS23	3916	17693	25420418	177.73628843	554.514408238
YWHAZ	6254	28126	25420418	176.916120722	551.955590253
HMGB2	1923	8648	25420418	176.910540401	551.938180368
AC009133.24	476	2140	25420418	176.857765255	551.773528686
RP1-20B21.4	313	1401	25420418	176.080438121	549.348367795
COX6A1	575	2572	25420418	175.962624936	548.98080578
ALDOA	4226	18763	25420418	174.658649698	544.912570394
PRELID1	1266	5574	25420418	173.201070175	540.365109357
RPL18A	2037	8960	25420418	173.035133787	539.847409124
HSPA9	3338	14643	25420418	172.568308595	538.390974441
CHCHD2	905	3960	25420418	172.132913304	537.032597012
AL132780.1	110	481	25420418	172.016340279	536.668904137
RPS9	1868	8157	25420418	171.779329335	535.929460411
AC112205.1	101	439	25420418	170.985963074	533.4542595
RPL38	1569	6747	25420418	169.16288334	527.766484716
ATP5I	369	1584	25420418	168.867519284	526.84498677
XRCC5	3784	16200	25420418	168.415166594	525.433704433
KB-1043D8.6	385	1630	25420418	166.549827535	519.614085978
RPL34	1143	4833	25420418	166.336621872	518.948911673
MIF	942	3973	25420418	165.914741476	517.632698984
EIF4B	4178	17614	25420418	165.846713129	517.420459272
PFN1	1943	8133	25420418	164.662719634	513.72655153
RP11-15B17.1	1723	7167	25420418	163.632452445	510.51225013
RP11-661A12.7	433	1795	25420418	163.077433888	508.780663465
EIF2S3	2870	11847	25420418	162.38421274	506.617902457
RP11-227G15.3	519	2138	25420418	162.053216472	505.585236582
KHDRBS1	2766	11380	25420418	161.848022965	504.945059175
EIF4G1	6497	26619	25420418	161.174444437	502.843580618
VDAC3	1408	5762	25420418	160.985926567	502.25542906
RP11-24C3.2	1054	4302	25420418	160.563603946	500.937836686
MIR3652	132	533	25420418	158.843917825	495.572636703
FTL	882	3560	25420418	158.781070364	495.37656069
EWSR1	3052	12306	25420418	158.616986225	494.864639236
SNRNP70	1668	6689	25420418	157.754756296	492.17459252
PSMB1	934	3738	25420418	157.438061311	491.186544812
GSTP1	972	3860	25420418	156.220618231	487.388278656
RPS28	1330	5280	25420418	156.170713323	487.23258175
CTNNB1	4000	15853	25420418	155.908136522	486.413375832
RBBP7	2739	10826	25420418	155.486720258	485.098611176
HNRNPC	6280	24637	25420418	154.328271548	481.484399882
DHX9	4268	16688	25420418	153.814469778	479.881404304
AP000350.10	794	3103	25420418	153.737064961	479.639911208
SRSF3	4393	17108	25420418	153.198795497	477.960579564
MORF4L1	3256	12626	25420418	152.545254282	475.921614853
DEK	3438	13315	25420418	152.353561449	475.323557818
RP11-849F2.7	3093	11973	25420418	152.279125783	475.091328092
GDI2	2423	9333	25420418	151.525304039	472.739501
EIF1	2340	9004	25420418	151.368999828	472.251851923
AL109927.1	172	660	25420418	150.949890058	470.944283232
MCM4	4237	16216	25420418	150.557565657	469.720281455
RPL13	4730	18086	25420418	150.417614963	469.283653253
EIF3B	3076	11750	25420418	150.268810245	468.81940163
RP6-24A23.7	4997	19063	25420418	150.071841201	468.204883493
TSIX	37028	140934	25420418	149.727935229	467.131940998
TAF15	2379	9017	25420418	149.102505056	465.180679129
PCBP2	3186	12057	25420418	148.871238659	464.459157652
SNRPE	985	3723	25420418	148.687383169	463.88555212
APEX1	1498	5654	25420418	148.477724524	463.231444059
NDUFB8	1016	3827	25420418	148.177432939	462.294572852
PTBP1	3712	13953	25420418	147.868933005	461.332092655
RPS5	2070	7749	25420418	147.262655589	459.44058493
ACLY	4407	16471	25420418	147.026029503	458.702341911
MRPL3	1812	6761	25420418	146.781071936	457.93810574
STRAP	1917	7141	25420418	146.539340481	457.183934627
RPS26	1187	4418	25420418	146.41726999	456.803090362
ERH	1436	5337	25420418	146.204276269	456.138577291
YBX3	1930	7135	25420418	145.42999221	453.722910401
HDAC1	2138	7900	25420418	145.357251616	453.495969085
EIF4H	2686	9883	25420418	144.74384311	451.582213274
SNORD86	87	316	25420418	142.884507566	445.781325013
VDAC1	2159	7791	25420418	141.957347026	442.888703127
AC009065.1	540	1944	25420418	141.618442309	441.831363905
CCT5	4044	14535	25420418	141.390816227	441.121199745
HNRNPA3	6043	21690	25420418	141.196610113	440.515301593
PRDX2	993	3558	25420418	140.952897431	439.754949305
HSPA5	3916	13975	25420418	140.386855299	437.988970504
AC018867.2	139	495	25420418	140.090185737	437.063399546
DNAJC8	1768	6296	25420418	140.087624556	437.055408991
KHSRP	3013	10666	25420418	139.257873812	434.466693164
CALM3	2586	9147	25420418	139.144957012	434.11440724
SSBP1	1505	5295	25420418	138.403405689	431.800862288
ARPC3	1021	3576	25420418	137.780920039	429.858786953
AP000304.12	1086	3796	25420418	137.503480408	428.993210913
HNRNPH3	2349	8190	25420418	137.157069499	427.912453335
STIP1	2977	10376	25420418	137.109782163	427.764922916
RPN1	2647	9177	25420418	136.384213267	425.501241086
RPS19	2415	8351	25420418	136.031241284	424.400013799
RP4-613B23.5	607	2098	25420418	135.967184681	424.200165419
RBMX	4003	13814	25420418	135.753543319	423.533631789
FUS	5137	17591	25420418	134.709515857	420.276400107
CFL1	2437	8305	25420418	134.060680638	418.252117498
XX-FW83563B9.5	1940	6596	25420418	133.750751069	417.285177022
RPS15A	4355	14805	25420418	133.732685188	417.228813791
SEPT2	4303	14594	25420418	133.41980705	416.252674157
ACTR2	4158	14084	25420418	133.247430754	415.714882238
CSE1L	3652	12330	25420418	132.815762571	414.368132907
EIF3A	6687	22521	25420418	132.487120085	413.342810532
PEBP1	1701	5727	25420418	132.446407196	413.215791542
PSMD4	1369	4609	25420418	132.440427035	413.19713421
RPL37A	4537	15250	25420418	132.226461759	412.52959001
STMN1	2529	8478	25420418	131.874824689	411.43252748
MIR3661	97	325	25420418	131.804105814	411.211893669
CYCS	4461	14893	25420418	131.331008326	409.735890224
MIR4745	63	210	25420418	131.128187323	409.103114727
SRSF2	2928	9755	25420418	131.061010998	408.893533213
PSMB3	779	2595	25420418	131.04402289	408.840532497
RBM3	3154	10500	25420418	130.961886515	408.584277549
H3F3B	2934	9754	25420418	130.77958478	408.015519534
KPNA2	2790	9272	25420418	130.733392781	407.871406425
ATP5H	631	2090	25420418	130.296946833	406.509751084
LBR	3910	12930	25420418	130.088552078	405.859586196
STARD7	3376	11143	25420418	129.8425407	405.092062269
ARF4	1666	5494	25420418	129.727177879	404.732145074
PSMA2	1495	4907	25420418	129.119601711	402.836585411
HIGD1A	1680	5506	25420418	128.927107036	402.23602673
BSG	2290	7504	25420418	128.906452097	402.171585971
TMBIM6	3424	11176	25420418	128.401456325	400.596063977
AL136376.1	344	1121	25420418	128.193050572	399.945864775
TPT1	5636	18354	25420418	128.108237232	399.681258039
DDX3X	5835	18986	25420418	127.999987893	399.343533995
PHB2	1528	4947	25420418	127.360826444	397.349432308
NOP56	2412	7808	25420418	127.344388883	397.298149227
MIR4721	90	291	25420418	127.194341703	396.830021285
SNORD58B	67	216	25420418	126.82248565	395.669878124
RPL36AL	748	2405	25420418	126.482603146	394.609488336
ST13	3607	11566	25420418	126.140444794	393.541998192
HMGB1	7360	23475	25420418	125.471502612	391.454984438
CTD-2545G14.7	780	2480	25420418	125.076117139	390.221432509
U2AF1L5	1825	5795	25420418	124.913070499	389.712747919
COX4I1	1781	5643	25420418	124.641722807	388.866177946
RCC2	4139	13113	25420418	124.630388043	388.830814937
GANAB	4042	12779	25420418	124.370641202	388.020438132
ANXA5	1775	5596	25420418	124.021408945	386.930878312
PSAT1	2197	6911	25420418	123.745139179	386.0689521
CTD-2659N19.10	298	936	25420418	123.559714766	385.490451729
ANP32E	3559	11178	25420418	123.553038317	385.469622064
MCM7	3667	11499	25420418	123.357760515	384.860380385
RPS21	1026	3216	25420418	123.306505974	384.700472796
PSMA3	986	3090	25420418	123.281774491	384.623313744
RPS20	2715	8500	25420418	123.159070966	384.240494495
UBA1	4737	14814	25420418	123.022987144	383.815930435
TRIM28	2977	9294	25420418	122.812096706	383.157979335
KPNB1	6705	20888	25420418	122.550585092	382.342096663
GARS	2670	8245	25420418	121.477742076	378.994964149
AMOT	8380	25815	25420418	121.184038988	378.07864821
CDC123	1555	4777	25420418	120.848749359	377.032587598
U2AF1	1888	5796	25420418	120.765726757	376.773567737
EIF3G	1114	3406	25420418	120.275387618	375.243772557
CTD-2515O10.5	521	1592	25420418	120.205033139	375.024275612
IARS	4826	14724	25420418	120.020602786	374.448876579
CA2	1724	5245	25420418	119.681092084	373.389646765
RP4-734P14.4	830	2518	25420418	119.342449041	372.333123933
RP11-552M11.4	725	2189	25420418	118.775007745	370.562779919
TOP2A	5793	17435	25420418	118.395647125	369.379223473
XPO1	5342	16067	25420418	118.317292347	369.134766622
HNRNPF	3260	9802	25420418	118.280842835	369.021048824
SNRPD2	1504	4510	25420418	117.963056814	368.029597224
PSMB7	988	2955	25420418	117.65702233	367.074808912
OAT	2102	6270	25420418	117.341636705	366.090846242
VDAC2	1806	5368	25420418	116.926264045	364.794936853
MATR3	6376	18924	25420418	116.756735425	364.266029317
SRSF7	2497	7409	25420418	116.723517006	364.162392112
EPRS	5046	14933	25420418	116.417195083	363.206707028
CS	3158	9307	25420418	115.935089241	361.702598679
MCM3	3230	9512	25420418	115.847490819	361.429302844
BRK1	1236	3639	25420418	115.819289725	361.341319051
NOLC1	3983	11726	25420418	115.81288912	361.321349984
HSD17B10	966	2839	25420418	115.612709258	360.696814506
PRPF19	2173	6367	25420418	115.263668019	359.60785064
RP11-140L24.4	1233	3594	25420418	114.665378404	357.741263827
GHITM	2447	7116	25420418	114.398224069	356.907776591
MIR4742	86	250	25420418	114.355977317	356.775972146
MRPL37	1831	5309	25420418	114.062186756	355.859383302
COX8A	509	1473	25420418	113.841937088	355.172232609
CTD-2574D22.6	559	1612	25420418	113.441129498	353.921764368
UBL5	518	1492	25420418	113.306904722	353.503000293
PRPF8	7534	21692	25420418	113.263842822	353.368652694
HEY1	2584	7428	25420418	113.082837705	352.80393996
TAGLN2	1951	5599	25420418	112.893908891	352.214506308
APLP2	3938	11264	25420418	112.521170798	351.051611296
RP11-498C9.2	531	1516	25420418	112.310922024	350.395662105
BLOC1S5-TXNDC5	3043	8676	25420418	112.15920012	349.922309238
YWHAB	3151	8969	25420418	111.972901818	349.341082449
PCBP1	1751	4981	25420418	111.904540444	349.127803733
CCNG1	2477	7009	25420418	111.313378879	347.283455525
AC105030.1	86	243	25420418	111.154009952	346.786244926
LRRC75A-AS1	2369	6682	25420418	110.958026301	346.17480109
MYL6	2355	6631	25420418	110.765733776	345.57487309
AC015987.2	1674	4711	25420418	110.70696962	345.391536466
APP	4072	11442	25420418	110.537970483	344.864280848
C7orf55-LUC7L2	1672	4698	25420418	110.533533022	344.850436541
PRDX4	1368	3821	25420418	109.877369246	342.803289775
CDC42	3293	9172	25420418	109.569486862	341.842736253
AL021546.6	557	1550	25420418	109.469671643	341.53132558
CKS2	616	1709	25420418	109.138671494	340.498647598
USMG5	904	2507	25420418	109.09459036	340.361120117
MIR1181	82	227	25420418	108.900360448	339.755147718
KARS	2450	6768	25420418	108.67047818	339.037944548
ATP1B3	1818	5016	25420418	108.537786735	338.623964269
GOT2	2472	6775	25420418	107.814741397	336.368155616
SF3B2	3327	9105	25420418	107.657542432	335.877715022
PRMT1	1921	5253	25420418	107.571530662	335.609369338
PGRMC1	1922	5243	25420418	107.310887534	334.79619623
AC009133.12	3892	10614	25420418	107.281185528	334.703529783
PPM1G	2321	6329	25420418	107.269749793	334.667851759
RP11-411B6.6	1244	3390	25420418	107.200455392	334.45166212
SF3B5	694	1874	25420418	106.225168463	331.408892074
RPL27A	6332	17052	25420418	105.937990377	330.512933307
CDC37	1616	4340	25420418	105.649071717	329.611544167
IRS4	3929	10551	25420418	105.640125053	329.583631724
MIF-AS1	1479	3960	25420418	105.328118012	328.610209801
TUFM	2081	5568	25420418	105.255417638	328.383393964
DHFR	3923	10487	25420418	105.159926112	328.085472659
SLC16A1	4674	12459	25420418	104.860467642	327.151200666
NASP	3369	8965	25420418	104.68069451	326.59033157
U2AF2	3049	8107	25420418	104.597200521	326.329841039
MIR1226	76	202	25420418	104.557475681	326.205904638
SUPT16H	5506	14614	25420418	104.411950393	325.751884414
SUMO1	1771	4698	25420418	104.354639872	325.573082945
PAICS	6714	17728	25420418	103.871336232	324.065237618
NME1	1976	5215	25420418	103.820875034	323.907805157
TYMS	1669	4387	25420418	103.401921711	322.600724561
PDIA6	3501	9202	25420418	103.396879156	322.584992435
SNRPD3	1889	4964	25420418	103.375381981	322.517924008
P4HB	2616	6866	25420418	103.248409881	322.121787353
MTPN	3779	9916	25420418	103.223109724	322.042854112
TXNDC5	3240	8501	25420418	103.214881522	322.017183175
FKBP1A	2268	5939	25420418	103.011945041	321.384047403
DDB1	4533	11854	25420418	102.871841994	320.946943876
BCLAF1	7317	19023	25420418	102.273534541	319.080301413
CAPZA1	3030	7876	25420418	102.254020134	319.019418969
RRM1	3379	8783	25420418	102.252045214	319.013257471
FKBP4	3794	9861	25420418	102.244732883	318.990443937
CCNB1	2178	5639	25420418	101.850116848	317.759292554
ALYREF	1094	2828	25420418	101.690268853	317.260587326
EIF3D	2277	5867	25420418	101.36087945	316.232934664
AP2M1	2363	6077	25420418	101.167921417	315.630930368
HSPA4	4875	12491	25420418	100.79521156	314.46812345
EI24	2477	6345	25420418	100.768068054	314.383439194
PRPS1	2287	5836	25420418	100.384447033	313.186590846
PPP1CC	4724	12036	25420418	100.228124214	312.698883712
MCM2	3638	9268	25420418	100.216825737	312.663633916
HNRNPDL	5359	13625	25420418	100.016134667	312.037503535
ATP5F1	3163	8030	25420418	99.8696817139	311.580589117
NOP58	2061	5228	25420418	99.7872144577	311.323301862
PSAP	2895	7298	25420418	99.1682394905	309.392179407
PSMC3	1592	4013	25420418	99.1615733154	309.371381796
CDK4	2084	5248	25420418	99.063444396	309.065232162
ARL6IP1	2642	6624	25420418	98.6290438487	307.709958208
SEC61B	658	1645	25420418	98.3461404923	306.827336045
RPN2	2581	6422	25420418	97.8812730324	305.377009234
SLC25A6	2066	5133	25420418	97.7368323614	304.926372879
UBC	3746	9280	25420418	97.4535166864	304.042464335
CTD-2410N18.5	486	1202	25420418	97.2938772607	303.544409816
