Gene	Length	Counts	TotalReads	RPKM(30448034 pairs)	TPM(9.63 norm. reads)
RPS10	987	14013	30448034	466.288509434	1475.00421954
RPL30	655	9230	30448034	462.808306554	1463.99534021
UBB	1620	22533	30448034	456.819617952	1445.05140147
RP11-1035H13.3	771	10663	30448034	454.219500385	1436.82648427
RPS16	687	9338	30448034	446.414072541	1412.13567853
RPL4	3280	44140	30448034	441.976551694	1398.09852805
RPS27A	1382	18404	30448034	437.365906207	1383.51373471
RPL9	1206	15761	30448034	429.217287195	1357.73731693
RPL23A	2029	26510	30448034	429.109791844	1357.39727832
RPL21	1086	14081	30448034	425.838003807	1347.04767488
HNRNPA1	4292	54417	30448034	416.404703392	1317.20744156
ATP5B	1849	23405	30448034	415.731065532	1315.07653191
RP11-603J24.9	495	6198	30448034	411.232203735	1300.84534242
AC010761.8	901	11269	30448034	410.772472418	1299.39108048
CALR	1912	23475	30448034	403.235219235	1275.54858807
TMSB10	499	6095	30448034	401.15656918	1268.97322209
RPL27	1122	13560	30448034	396.924198696	1255.58502101
XIST	19281	231652	30448034	394.591061885	1248.20464047
RPL36A	1256	15079	30448034	394.297157196	1247.27493569
PPIA	2541	30251	30448034	390.99915123	1236.84239743
RPS14	1830	21507	30448034	385.984166216	1220.97856226
RPL7	2365	27667	30448034	384.212658347	1215.37477505
RPLP1	1201	13865	30448034	379.155718609	1199.37822506
RPL17	1151	13105	30448034	373.940449502	1182.88083389
AC119673.1	1658	18478	30448034	366.025363546	1157.84314811
C1QBP	1246	13885	30448034	365.989466219	1157.72959457
PTGES3	2086	22786	30448034	358.752166998	1134.83594253
RPL26	1598	17396	30448034	357.530723808	1130.97216758
HNRNPK	3063	32850	30448034	352.232253413	1114.21158689
LDHA	2977	31913	30448034	352.070422682	1113.69966989
NME1-NME2	1250	13364	30448034	351.129402969	1110.72295479
UQCRH	608	6427	30448034	347.172618246	1098.20651048
OAZ1	1154	12183	30448034	346.72821156	1096.80072474
RP11-229E13.4	157	1650	30448034	345.163636514	1091.85152538
PARP1	4283	44844	30448034	343.872157604	1087.76620738
HNRNPAB	1894	19694	30448034	341.503141412	1080.27233007
PKM	3327	33988	30448034	335.516245124	1061.33406093
HNRNPU	6011	60729	30448034	331.810516039	1049.61177757
CKB	1717	17117	30448034	327.414643827	1035.70637366
EIF5A	2103	20813	30448034	325.039510765	1028.19314694
SENP3-EIF4A1	3541	34951	30448034	324.171196082	1025.44641869
CCT3	2278	22455	30448034	323.742774069	1024.09119705
CSDE1	4334	42564	30448034	322.547939318	1020.31159223
CANX	4463	43508	30448034	320.171725921	1012.7949481
TPI1	2181	20759	30448034	312.601823759	988.849177607
RPL18	1439	13696	30448034	312.589004575	988.808626855
SRP9	1733	16464	30448034	312.016484119	986.997580536
BTF3	1284	11992	30448034	306.73782954	970.299682947
NUCKS1	6503	60519	30448034	305.646011822	966.845950529
RPS15	1293	11825	30448034	300.360880395	950.127564812
EIF4G2	4511	40912	30448034	297.864418618	942.230540587
SLC25A5	1278	11348	30448034	291.627998626	922.502956449
ANP32B	1470	13052	30448034	291.608698434	922.441904409
MIR1282	102	903	30448034	290.755757054	919.743806322
RP11-124N14.3	708	6246	30448034	289.74067417	916.532808181
RPL17-C18orf32	1470	12934	30448034	288.972334167	914.102328504
EEF1B2	1124	9857	30448034	288.017707604	911.082571036
MIR3620	80	700	30448034	287.374876158	909.0491109
RPS24	2952	25660	30448034	285.483520024	903.066209279
SET	3462	29975	30448034	284.362859217	899.521237904
RP11-138C9.1	268	2310	30448034	283.085698902	895.481213722
RPL29	1598	13590	30448034	279.308032683	883.531372582
PABPC1	3500	29681	30448034	278.51669222	881.028135857
RP11-161H23.5	682	5760	30448034	277.382368943	877.439946172
HSP90B1	2876	23844	30448034	272.289550849	861.329902654
RP11-159D12.5	714	5905	30448034	271.620431166	859.213285292
HNRNPD	3072	25075	30448034	268.077567696	848.006192552
MORF4L2	2162	17528	30448034	266.267045291	842.278991191
SOD1	971	7847	30448034	265.41481868	839.583154124
CCT7	2056	16551	30448034	264.388080894	836.335288188
TCP1	2511	19682	30448034	257.432431588	814.332575558
RP11-269F19.2	583	4559	30448034	256.827652125	812.419484752
RP11-872D17.4	313	2446	30448034	256.656849688	811.879187681
CCT4	2534	19753	30448034	256.016052712	809.852163157
RP11-864I4.1	5081	39147	30448034	253.040498821	800.439633242
SRSF1	3205	24642	30448034	252.515861762	798.780055834
VIM	2146	16485	30448034	252.289965835	798.065482262
DDX5	2779	21278	30448034	251.468158737	795.465870836
SCD	5368	40756	30448034	249.355981535	788.784448879
FBL	1179	8926	30448034	248.64734226	786.542819716
EIF3E	1556	11765	30448034	248.32650885	785.527931674
RP11-186B7.4	4566	34465	30448034	247.903763389	784.190666596
RPL36	1404	10564	30448034	247.116661924	781.700839035
NONO	3231	24277	30448034	246.773661175	780.615829343
RP6-24A23.6	565	4228	30448034	245.769097627	777.438106879
NDUFB10	868	6452	30448034	244.126754571	772.242905007
PRDX3	1598	11868	30448034	243.916683729	771.578390714
CTC-425F1.4	272	2020	30448034	243.906407495	771.545884041
HDGF	2798	20762	30448034	243.703754878	770.904835719
PSMB4	971	7131	30448034	241.197027145	762.975337334
GLO1	2018	14764	30448034	240.283317094	760.085010524
RPLP2	979	7118	30448034	238.789945249	755.361047294
CNBP	1675	12162	30448034	238.468451605	754.344070739
HNRNPM	2709	19549	30448034	237.004332817	749.712643315
AC004824.1	65	467	30448034	235.963195017	746.419226005
EIF3I	1469	10530	30448034	235.422148863	744.707741925
RP11-603J24.17	436	3100	30448034	233.51562676	738.676866
AL049829.1	281	1995	30448034	233.172497381	737.591449413
SSRP1	2836	20128	30448034	233.096171965	737.350010243
PPA1	1340	9319	30448034	228.404816283	722.509907418
RPL23	3102	21522	30448034	227.867075055	720.808877767
XRCC6	2958	20331	30448034	225.736254503	714.068481549
FTH1	1623	11075	30448034	224.112437528	708.931882983
RP11-793H13.8	1584	10765	30448034	223.202780796	706.054377982
SRSF9	1205	8181	30448034	222.977011201	705.340204033
HMGN1	1578	10626	30448034	221.158459826	699.587604738
MIR3940	103	690	30448034	220.015161774	695.971025266
TXN	874	5761	30448034	216.484689316	684.803128852
NDUFS5	551	3627	30448034	216.190547228	683.87267311
RAN	3176	20887	30448034	215.991329194	683.242489362
ARF1	2204	14485	30448034	215.847813386	682.78850772
MARCKSL1	1701	11138	30448034	215.052078317	680.271369594
SERBP1	6747	44089	30448034	214.615103685	678.889093573
RPS3	4363	28391	30448034	213.715598284	676.043700142
RPL10	2786	18047	30448034	212.747590607	672.981614374
PLS3	3535	22893	30448034	212.693410059	672.810225769
AC104534.3	971	6237	30448034	210.958611458	667.322560504
SNRPB	1161	7404	30448034	209.447381132	662.542105781
NME2	1498	9548	30448034	209.334756251	662.185840997
PA2G4	2636	16769	30448034	208.930817181	660.90806593
MIR4444-1	75	475	30448034	208.004672267	657.97840408
GPX4	1240	7840	30448034	207.651523417	656.861293037
TUBB4B	1641	10320	30448034	206.543656095	653.356791119
MRFAP1	2186	13739	30448034	206.417117947	652.956514686
PCNA	1478	9281	30448034	206.234388217	652.37848817
HNRNPH1	4281	26714	30448034	204.943636445	648.295470313
SSB	1960	12212	30448034	204.631019687	647.306573895
CCT6A	2733	17020	30448034	204.531718873	646.992456955
YWHAQ	2296	14270	30448034	204.123418754	645.700886637
RP11-388M20.6	465	2890	30448034	204.120034924	645.690182611
CTB-12A17.3	298	1850	30448034	203.890132653	644.962935825
CA2	1724	10658	30448034	203.038875047	642.270164002
TMA7	565	3477	30448034	202.114274468	639.345387327
SFPQ	3757	23082	30448034	201.77761562	638.280438885
CALM2	1524	9314	30448034	200.720629661	634.936889308
ANP32A	2459	14994	30448034	200.262540782	633.48782287
RHOA	2176	13264	30448034	200.19644734	633.278750366
ILF2	2212	13423	30448034	199.299042246	630.440000806
CBX3	2269	13731	30448034	198.750584878	628.705072934
ATP1A1	4238	25446	30448034	197.196550899	623.789217986
DDX21	5036	30227	30448034	197.12879568	623.574888804
RP4-816N1.7	289	1729	30448034	196.48884266	621.550533958
RP11-575L7.8	392	2334	30448034	195.548968208	618.577441644
FTL	882	5228	30448034	194.673903797	615.809362071
HSPE1	1033	6101	30448034	193.973073648	613.592435414
HNRNPL	2528	14896	30448034	193.523334324	612.169781011
AL353354.1	68	400	30448034	193.193194056	611.125452706
NGFRAP1	1083	6239	30448034	189.202675357	598.502298156
RPL35A	1520	8733	30448034	188.695097255	596.896683119
PGAM1	1834	10537	30448034	188.694131178	596.893627141
NHP2	869	4963	30448034	187.570805244	593.340225204
ATP6V1G2-DDX39B	2052	11663	30448034	186.669628551	590.489544997
ATP5J2	646	3660	30448034	186.075550064	588.610304448
RANBP1	1637	9269	30448034	185.962316231	588.252113373
RPL38	1569	8828	30448034	184.790706126	584.545974763
PRELID1	1266	7052	30448034	182.944493493	578.705874978
AC009133.15	549	3047	30448034	182.280769743	576.606326497
DNAJA1	2390	13177	30448034	181.075373252	572.793311863
TOMM20	3392	18507	30448034	179.192952596	566.838675722
PPIB	1086	5914	30448034	178.851356758	565.758110167
HSPA9	3338	18078	30448034	177.870855471	562.65650353
RP1-20B21.4	313	1691	30448034	177.435295512	561.278702522
RP6-24A23.7	4997	26938	30448034	177.050331089	560.060949699
DDX39B	2167	11676	30448034	176.960329832	559.776249924
PRDX6	1756	9433	30448034	176.427413394	558.090482468
AC112205.1	101	538	30448034	174.945044835	553.401325787
PFN1	1943	10336	30448034	174.711078301	552.661222572
COX6A1	575	3055	30448034	174.495452753	551.979137153
SNRNP70	1668	8858	30448034	174.413611032	551.720248328
IMPDH2	1657	8773	30448034	173.886699787	550.053477019
MIR3652	132	698	30448034	173.668972778	549.364744076
EIF3B	3076	16226	30448034	173.247064482	548.030127195
LUZP6	178	935	30448034	172.517180872	545.72129611
RP1-65P5.3	152	797	30448034	172.208854359	544.745970968
CCT2	2402	12582	30448034	172.035241671	544.196784267
CHCHD2	905	4736	30448034	171.871496573	543.678811583
PCBP2	3186	16607	30448034	171.19306137	541.532726561
HSPE1-MOB4	899	4684	30448034	171.118883829	541.298081736
MAZ	3219	16453	30448034	167.86682066	531.01087371
PRDX2	993	5059	30448034	167.32320512	529.291261924
CCT8	2153	10964	30448034	167.249851619	529.059223776
ATP5C1	1173	5970	30448034	167.154111379	528.75636995
RPL18A	2037	10335	30448034	166.632686449	527.106953427
RPS23	3916	19807	30448034	166.118026326	525.478935929
RPL34	1143	5778	30448034	166.024450388	525.182928412
DDX17	4804	24219	30448034	165.57469075	523.760209751
EIF4B	4178	21023	30448034	165.259714736	522.76385033
AL132780.1	110	549	30448034	163.915643647	518.512168191
RPS9	1868	9282	30448034	163.194469287	516.230886961
AC009133.24	476	2358	30448034	162.696268423	514.654934814
RPL32	3425	16963	30448034	162.660772447	514.542650868
SF3B6	774	3826	30448034	162.347179945	513.550667893
DHX9	4268	21078	30448034	162.198089159	513.079050999
RP11-227G15.3	519	2561	30448034	162.062660686	512.650651916
ATF4	2517	12412	30448034	161.95684036	512.31591189
EIF2S3	2870	14050	30448034	160.781165158	508.596914212
BSG	2290	11198	30448034	160.600068033	508.024052095
ACLY	4407	21434	30448034	159.735306702	505.288564116
PSMB1	934	4518	30448034	158.869341142	502.549266815
AL109927.1	172	831	30448034	158.676758862	501.940073859
PTBP1	3712	17926	30448034	158.604742303	501.71226484
RPS28	1330	6408	30448034	158.238299155	500.55310012
XRCC5	3784	18123	30448034	157.29673454	497.574661336
KHSRP	3013	14352	30448034	156.442244469	494.871664298
MIR4745	63	300	30448034	156.394490426	494.720604571
RPL36AL	748	3550	30448034	155.871781568	493.067126615
HMGB2	1923	9112	30448034	155.623497306	492.281732324
HDAC1	2138	10098	30448034	155.120219134	490.689719196
TOMM6	640	3014	30448034	154.669263704	489.263217902
ATP5I	369	1723	30448034	153.355605612	485.107740791
STRAP	1917	8926	30448034	152.923952282	483.742297572
YBX3	1930	8980	30448034	152.812813495	483.390733731
ALDOA	4226	19650	30448034	152.712225448	483.072544904
GDI2	2423	11262	30448034	152.652124535	482.882428487
NOLC1	3983	18471	30448034	152.307344428	481.791790178
RBBP7	2739	12671	30448034	151.935620124	480.615919646
APEX1	1498	6921	30448034	151.739196482	479.99457536
SRSF3	4393	20194	30448034	150.973906517	477.573743826
RP11-15B17.1	1723	7894	30448034	150.470924294	475.982666873
RPS5	2070	9469	30448034	150.236174042	475.240084533
CTD-2659N19.10	298	1362	30448034	150.107221985	474.832172213
GSTP1	972	4363	30448034	147.421115188	466.335246426
SNORD86	87	390	30448034	147.226537539	465.719741545
EIF1	2340	10466	30448034	146.894527661	464.669499129
EIF4H	2686	12004	30448034	146.777917813	464.300628752
SSBP1	1505	6723	30448034	146.712580344	464.093947609
SNORD58B	67	299	30448034	146.567314237	463.634429269
MORF4L1	3256	14397	30448034	145.220642051	459.374519116
CCT5	4044	17881	30448034	145.218317382	459.367165522
STIP1	2977	13138	30448034	144.940971178	458.489839973
ERH	1436	6314	30448034	144.407876487	456.803508653
RP11-849F2.7	3093	13572	30448034	144.113503089	455.872321209
HNRNPC	6280	27538	30448034	144.016912459	455.56677736
ATP5O	939	4117	30448034	143.997853661	455.506488918
AC009065.1	540	2365	30448034	143.839488278	455.005533815
NDUFB8	1016	4447	30448034	143.752089345	454.729065936
KHDRBS1	2766	12070	30448034	143.316382821	453.350801304
HSPA5	3916	17009	30448034	142.651664047	451.248105276
RPS19	2415	10440	30448034	141.978998265	449.120270585
STMN1	2529	10890	30448034	141.422918211	447.36122997
EIF4G1	6497	27920	30448034	141.137783018	446.459265618
KPNA2	2790	11965	30448034	140.847532749	445.541120816
AC018867.2	139	592	30448034	139.877432013	442.472414103
CSE1L	3652	15518	30448034	139.555103371	441.452796212
PSMB3	779	3303	30448034	139.255340686	440.50456091
RPS26	1187	5024	30448034	139.0079555	439.722010654
LRRC75A-AS1	2369	9986	30448034	138.441802487	437.931106383
RP11-661A12.7	433	1820	30448034	138.046129886	436.679480525
SNRPE	985	4136	30448034	137.906597568	436.238099803
VDAC1	2159	9025	30448034	137.28886428	434.284032336
RPL37A	4537	18862	30448034	136.53993927	431.914967846
TAF15	2379	9812	30448034	135.457745024	428.49167723
CFL1	2437	10006	30448034	134.848373801	426.564061371
VDAC3	1408	5766	30448034	134.497040254	425.45269265
PCBP1	1751	7149	30448034	134.091081971	424.168530232
PSMD4	1369	5580	30448034	133.866372448	423.457709596
ACTR2	4158	16930	30448034	133.725188026	423.011102798
STARD7	3376	13715	30448034	133.424049645	422.058515775
EIF3A	6687	27162	30448034	133.404710824	421.997341541
CS	3158	12824	30448034	133.368150252	421.881689973
TRIM28	2977	12086	30448034	133.335102577	421.777150701
OAT	2102	8527	30448034	133.23069561	421.446881536
GNL3	2152	8688	30448034	132.592295489	419.427438954
RCC2	4139	16670	30448034	132.275958597	418.426774685
RBMX	4003	16089	30448034	132.003122872	417.563717077
YWHAZ	6254	25094	30448034	131.780988484	416.86104233
PRPF8	7534	30210	30448034	131.693958948	416.58574296
EIF3G	1114	4466	30448034	131.666191015	416.49790503
EWSR1	3052	12201	30448034	131.296044336	415.32702498
LBR	3910	15604	30448034	131.068982611	414.608763653
UBA1	4737	18901	30448034	131.045508833	414.534509367
FUS	5137	20469	30448034	130.86629417	413.967602014
DNAJC8	1768	7033	30448034	130.64689748	413.273587392
SRSF2	2928	11645	30448034	130.619845154	413.188013131
RPL13	4730	18780	30448034	130.399279354	412.490300277
TOP2A	5793	22975	30448034	130.254499859	412.032321233
TMBIM6	3424	13524	30448034	129.721556247	410.346467817
PEBP1	1701	6709	30448034	129.537115589	409.763029144
CYCS	4461	17565	30448034	129.317313856	409.067733255
RPL15	5231	20569	30448034	129.142503814	408.514758983
PHB2	1528	6001	30448034	128.98553716	408.01822846
TPT1	5636	22058	30448034	128.53928862	406.606616409
MIR4742	86	336	30448034	128.316223773	405.900998355
NASP	3369	13162	30448034	128.310329305	405.882352463
HNRNPH3	2349	9171	30448034	128.225505771	405.614031311
MRPL3	1812	7063	30448034	128.01821194	404.9583015
MIF	942	3669	30448034	127.919735593	404.646792586
SRSF7	2497	9682	30448034	127.346578223	402.833731528
MIR5047	101	390	30448034	126.818898672	401.164529845
CALM3	2586	9957	30448034	126.456375733	400.01776587
APLP2	3938	15131	30448034	126.192244102	399.182241806
IRS4	3929	15087	30448034	126.113507809	398.933176341
KB-1043D8.6	385	1470	30448034	125.39994596	396.675975665
RP4-734P14.4	830	3161	30448034	125.079791192	395.663234362
SEPT2	4303	16353	30448034	124.815015433	394.825672734
CKS2	616	2340	30448034	124.760150317	394.652118647
DDX3X	5835	22125	30448034	124.532630873	393.932409424
GANAB	4042	15302	30448034	124.334780659	393.306552484
RP11-498C9.2	531	2007	30448034	124.134813333	392.67399851
YWHAB	3151	11890	30448034	123.929356758	392.024080468
CDC123	1555	5862	30448034	123.810125791	391.646918739
XX-FW83563B9.5	1940	7312	30448034	123.787045329	391.573908624
MIR3661	97	365	30448034	123.583893723	390.93128186
MRPL37	1831	6881	30448034	123.425233539	390.429394217
CCNG1	2477	9290	30448034	123.177235112	389.644904101
TSIX	37028	138767	30448034	123.08260757	389.345570062
PSMB7	988	3682	30448034	122.3961011	387.173953306
KPNB1	6705	24953	30448034	122.22631784	386.636880184
MCM7	3667	13640	30448034	122.164270078	386.440605327
NOP56	2412	8955	30448034	121.935181994	385.715934049
MCM4	4237	15718	30448034	121.837103165	385.405682595
AP000350.10	794	2940	30448034	121.609519382	384.685769852
SNRPD2	1504	5535	30448034	120.86777656	382.339424683
HNRNPF	3260	11990	30448034	120.793155658	382.103377377
EPRS	5046	18537	30448034	120.651561731	381.6554752
CTD-2545G14.7	780	2852	30448034	120.086907956	379.869313448
U2AF2	3049	11125	30448034	119.834905955	379.072158881
IARS	4826	17472	30448034	118.903885767	376.127075144
ARPC3	1021	3688	30448034	118.633109643	375.270532643
RBM3	3154	11378	30448034	118.479983365	374.786150333
RP11-552M11.4	725	2614	30448034	118.415436654	374.581970584
PSMA2	1495	5371	30448034	117.992581737	373.244359266
COX8A	509	1823	30448034	117.627706817	372.090155301
AC105030.1	86	308	30448034	117.623205125	372.075915159
GARS	2670	9537	30448034	117.311682993	371.090481355
ATP5H	631	2235	30448034	116.329245771	367.982750801
HSD17B10	966	3418	30448034	116.207906147	367.598918788
AL021546.6	557	1969	30448034	116.099744787	367.256773401
CDC37	1616	5693	30448034	115.701921497	365.998344296
MATR3	6376	22298	30448034	114.857232274	363.32635015
ANXA5	1775	6178	30448034	114.311596613	361.600348146
AL136376.1	344	1195	30448034	114.090690036	360.901557317
SCARNA15	128	444	30448034	113.92361162	360.373040392
DEK	3438	11924	30448034	113.908685226	360.32582393
RP11-140L24.4	1233	4275	30448034	113.871170949	360.207155518
VDAC2	1806	6247	30448034	113.604230429	359.362746135
HMGB1	7360	25449	30448034	113.562161853	359.229671169
PPM1G	2321	8017	30448034	113.442943665	358.852549866
H3F3B	2934	10132	30448034	113.416388947	358.768549679
TAGLN2	1951	6733	30448034	113.342317708	358.534241118
CTD-2574D22.6	559	1929	30448034	113.334247096	358.508711459
GHITM	2447	8414	30448034	112.929988113	357.229924414
MIR4721	90	309	30448034	112.760427597	356.693555896
RPN1	2647	9085	30448034	112.722791296	356.574501485
ANP32E	3559	12160	30448034	112.21381589	354.964466376
P4HB	2616	8938	30448034	112.213046881	354.96203378
MIR1181	82	280	30448034	112.146293135	354.750872546
PSMA3	986	3360	30448034	111.918815867	354.03129674
HMGA1	2333	7929	30448034	111.620618116	353.088011773
RPS21	1026	3465	30448034	110.916618868	350.861060347
C7orf55-LUC7L2	1672	5646	30448034	110.903523635	350.819636373
PRDX4	1368	4605	30448034	110.556499976	349.72190106
XPO1	5342	17855	30448034	109.773298685	347.244410871
RPS15A	4355	14545	30448034	109.689816597	346.980333096
DDB1	4533	15109	30448034	109.468898021	346.28150431
SLC25A6	2066	6870	30448034	109.211196194	345.466319562
HNRNPA3	6043	20061	30448034	109.028673376	344.888947566
BCLAF1	7317	24176	30448034	108.515590011	343.265917806
SUPT16H	5506	18190	30448034	108.501873225	343.222527679
PRPF19	2173	7176	30448034	108.458463549	343.08521043
MYL6	2355	7752	30448034	108.109434758	341.981132312
UBL5	518	1693	30448034	107.341569848	339.552155489
SF3B2	3327	10810	30448034	106.712092791	337.560939115
GPATCH4	1980	6404	30448034	106.225033588	336.020231238
ILF3	7934	25615	30448034	106.033453892	335.41420974
COX4I1	1781	5722	30448034	105.517544967	333.782241923
TUFM	2081	6673	30448034	105.314892489	333.141194043
AC015987.2	1674	5365	30448034	105.257976487	332.961152414
EI24	2477	7938	30448034	105.250903371	332.938778122
USMG5	904	2890	30448034	104.995371946	332.130458976
RPL27A	6332	20240	30448034	104.980913156	332.084721679
MCM3	3230	10314	30448034	104.873400184	331.744627327
CCNB1	2178	6951	30448034	104.816621497	331.565020064
PSAT1	2197	7006	30448034	104.732343188	331.298423615
RCC1	3243	10322	30448034	104.53401953	330.671069035
NOP58	2061	6551	30448034	104.392753238	330.224203258
CTD-2515O10.5	521	1654	30448034	104.264994826	329.820066779
RP11-411B6.6	1244	3948	30448034	104.231144793	329.71298942
PSAP	2895	9167	30448034	103.996663794	328.971258806
AP000304.12	1086	3421	30448034	103.45797962	327.267246344
NME1	1976	6221	30448034	103.398444452	327.078919543
SRM	1274	3996	30448034	103.014129188	325.863220198
UCHL1	1246	3908	30448034	103.009494705	325.84856
RBM39	3073	9638	30448034	103.006612669	325.839443293
PGRMC1	1922	5978	30448034	102.151152649	323.133378026
AC009133.12	3892	12094	30448034	102.055843555	322.831888041
PAICS	6714	20790	30448034	101.698347595	321.701025841
KDELR1	1893	5861	30448034	101.686160994	321.662476129
MAT2A	3762	11643	30448034	101.645194292	321.532886708
HNRNPDL	5359	16539	30448034	101.359914201	320.630464003
PDIA6	3501	10801	30448034	101.324063733	320.517058696
HNRNPUL1	4183	12903	30448034	101.307961533	320.466122822
AMD1	3692	11374	30448034	101.179440997	320.059575526
SLC16A1	4674	14324	30448034	100.650595417	318.38668536
RP11-977G19.10	946	2898	30448034	100.611584549	318.263282801
CDC42	3293	10029	30448034	100.024558865	316.406352287
GOT2	2472	7525	30448034	99.976696398	316.254949585
FKBP4	3794	11543	30448034	99.9222289477	316.082653426
SEC61B	658	2001	30448034	99.8761836199	315.936998855
IARS2	3583	10886	30448034	99.7843116895	315.646381604
BCL2L2-PABPN1	1475	4462	30448034	99.3523833349	314.280068404
SF3B5	694	2098	30448034	99.2857126685	314.069169974
DHX15	3008	9086	30448034	99.2054758651	313.815357965
MTPN	3779	11365	30448034	98.7718736637	312.443749907
CCNI	2779	8344	30448034	98.6112565326	311.93567188
CAPZA1	3030	9073	30448034	98.3442621926	311.091092247
PRMT1	1921	5744	30448034	98.2036908545	310.646424809
RP11-316M1.12	644	1923	30448034	98.0695451378	310.222083453
PRPS1	2287	6829	30448034	98.0689876585	310.220319987
HSPA4	4875	14524	30448034	97.8480926316	309.521565696
RP11-24C3.2	1054	3130	30448034	97.5314028055	308.519784995
PPIF	2196	6516	30448034	97.4517144442	308.267707865
DDX1	2894	8587	30448034	97.450412146	308.263588322
CTNNB1	4000	11844	30448034	97.2476580918	307.622219128
RAC3	1096	3223	30448034	96.5807326232	305.512542693
AHCY	2485	7301	30448034	96.4931978536	305.235645125
NT5C3B	1305	3820	30448034	96.1376706665	304.111010718
DHFR	3923	11464	30448034	95.9751088532	303.596781104
PABPC4	3119	9104	30448034	95.8644573825	303.246758783
EIF4A3	1746	5091	30448034	95.7634098851	302.927116583
YARS	3251	9476	30448034	95.7301692305	302.821966863
TOP1	3759	10925	30448034	95.4530618941	301.945396924
PFDN5	896	2603	30448034	95.4128574794	301.818218836
CTD-2410N18.5	486	1410	30448034	95.2847913892	301.413109081
SUMO1	1771	5131	30448034	95.1533751434	300.997401825
PSMA7	1576	4566	30448034	95.152551453	300.994796256
U2AF1L5	1825	5281	30448034	95.0372897684	300.630190507
NDUFA12	640	1849	30448034	94.8850260743	300.148536795
