Gene	Length	Counts	TotalReads	RPKM(27735584 pairs)	TPM(8.82 norm. reads)
RPS13	652	10391	27735584	574.60901362	1806.91159779
RPS10-NUDT3	885	13846	27735584	564.083948624	1773.81454996
RPS25	840	13001	27735584	558.033353557	1754.78788985
RP11-386G11.10	1519	23115	27735584	548.654327581	1725.29466853
RPL21	1086	16410	27735584	544.805446951	1713.19150466
TMSB10	499	7334	27735584	529.911134721	1666.35495168
HNRNPA2B1	3723	54474	27735584	527.544276329	1658.91214487
YBX1	1522	21767	27735584	515.640012214	1621.47807687
ACTB	1923	27241	27735584	510.747732424	1606.0938471
RP11-138I1.4	463	6527	27735584	508.270971494	1598.30544152
RPS16	687	9440	27735584	495.42502781	1557.91017434
CCT7	2056	28192	27735584	494.385200499	1554.64034045
RPS10	987	13396	27735584	489.351215487	1538.8105054
RP11-1035H13.3	771	10439	27735584	488.165636399	1535.08234146
RPL9	1206	16223	27735584	485.005368231	1525.14458367
RPL30	655	8782	27735584	483.409095975	1520.12495678
PRDX1	1258	16499	27735584	472.867718276	1486.97661214
RP11-124N14.3	708	9114	27735584	464.128729214	1459.49604654
MIR4444-1	75	946	27735584	454.770785909	1430.06912165
HMGN2	1201	14953	27735584	448.898352085	1411.60270616
RPL23A	2029	25151	27735584	446.926282816	1405.40135055
RPL27	1122	13860	27735584	445.382407541	1400.54649085
TUBB	3364	41539	27735584	445.207770025	1399.99732691
RP11-603J24.9	495	6028	27735584	439.066932132	1380.68688982
RPL17	1151	13981	27735584	437.951075574	1377.17797487
RPL7	2365	28558	27735584	435.370831586	1369.06415717
HNRNPA1	4292	51656	27735584	433.934065534	1364.54611241
AC010761.8	901	10792	27735584	431.85686812	1358.01417155
OAZ1	1154	13811	27735584	431.501193857	1356.89572067
RPL26	1598	18717	27735584	422.301039612	1327.96497818
MIR1282	102	1189	27735584	420.285462354	1321.62680764
CCT4	2534	29392	27735584	418.201141206	1315.07246553
YWHAE	2251	26049	27735584	417.232611281	1312.02683291
SSB	1960	22250	27735584	409.295178941	1287.06683714
ATP5B	1849	20604	27735584	401.769824421	1263.40265847
RPL29	1598	17773	27735584	401.002103811	1260.98848946
RP11-11N7.5	501	5556	27735584	399.840881637	1257.33691811
RPS14	1830	20189	27735584	397.764851	1250.80864628
RPS15	1293	14246	27735584	397.24377499	1249.1700742
VIM	2146	23058	27735584	387.395527454	1218.20134195
XIST	19281	206510	27735584	386.166163255	1214.33549165
NME1-NME2	1250	13310	27735584	383.911151826	1207.24439804
PPIA	2541	26254	27735584	372.523351078	1171.43439723
HNRNPAB	1894	19204	27735584	365.573248416	1149.57915165
CALR	1912	19206	27735584	362.169373448	1138.87534956
LDHA	2977	29273	27735584	354.528442937	1114.84773143
RPS24	2952	28576	27735584	349.017954775	1097.51948781
CALM2	1524	14636	27735584	346.258241423	1088.84131197
YWHAQ	2296	21938	27735584	344.49889531	1083.30888414
SF3B6	774	7374	27735584	343.498510179	1080.16307986
UQCRH	608	5788	27735584	343.231887315	1079.32465941
HSPE1	1033	9768	27735584	340.932195024	1072.09306267
RP11-229E13.4	157	1479	27735584	339.649677671	1068.06006732
RPL17-C18orf32	1470	13776	27735584	337.884667272	1062.50982762
C1QBP	1246	11547	27735584	334.12872131	1050.69890548
RPL36	1404	12984	27735584	333.429548405	1048.50029112
CSDE1	4334	39714	27735584	330.382784915	1038.91945936
PTGES3	2086	18909	27735584	326.826259077	1027.73563239
CCT3	2278	20567	27735584	325.521676471	1023.6332508
CKB	1717	15498	27735584	325.437838381	1023.36961411
SENP3-EIF4A1	3541	31603	27735584	321.784462062	1011.88123177
PKM	3327	29613	27735584	320.916680245	1009.15241097
RPL36A	1256	10865	27735584	311.890952323	980.770168309
RP11-864I4.1	5081	43840	27735584	311.08855652	978.24695992
XRCC5	3784	32504	27735584	309.705106929	973.896573742
XRCC6	2958	25184	27735584	306.965258662	965.280865508
RP11-138C9.1	268	2264	27735584	304.582055818	957.786662047
SLC25A5	1278	10744	27735584	303.108301559	953.152304425
HNRNPK	3063	25602	27735584	301.362757899	947.663279698
PABPC1	3500	29236	27735584	301.170613791	947.059064643
BTF3	1284	10586	27735584	297.255261926	934.746875787
RPL18	1439	11848	27735584	296.856755674	933.493735735
UBB	1620	13239	27735584	294.647562576	926.546722137
HSPE1-MOB4	899	7326	27735584	293.812255945	923.920022586
EIF5A	2103	17074	27735584	292.724241668	920.498660287
PARP1	4283	34265	27735584	288.446548708	907.047056086
TPI1	2181	17430	27735584	288.140567189	906.084868682
HMGN1	1578	12428	27735584	283.9598453	892.938199052
SOD1	971	7598	27735584	282.125761622	887.170751987
RPLP2	979	7653	27735584	281.845890381	886.290670785
CANX	4463	34854	27735584	281.57132545	885.427275768
RP11-872D17.4	313	2422	27735584	278.992472966	877.317833781
FTL	882	6791	27735584	277.605349332	872.955894232
EIF4G2	4511	34706	27735584	277.392312141	872.285978927
HNRNPU	6011	45442	27735584	272.567075583	857.112572851
CA2	1724	12746	27735584	266.562674928	838.231175371
RP6-24A23.6	565	4143	27735584	264.380348466	831.368646417
RPL37A	4537	32450	27735584	257.874623592	810.910788207
RPL10	2786	19872	27735584	257.171685716	808.700334541
RP11-269F19.2	583	4156	27735584	257.021627522	808.228462565
HNRNPA3	6043	42920	27735584	256.076546526	805.256567289
TMA7	565	3997	27735584	255.063541593	802.071078863
ANP32B	1470	10398	27735584	255.032285881	801.972792363
AC018867.2	139	978	27735584	253.680298314	797.721341451
EIF3E	1556	10906	27735584	252.707764484	794.663118183
RPL23	3102	21421	27735584	248.977804462	782.933911255
TCP1	2511	17328	27735584	248.80804097	782.400074131
RP11-186B7.4	4566	31366	27735584	247.677135467	778.843836375
SRP9	1733	11820	27735584	245.913062873	773.296545688
PPM1G	2321	15634	27735584	242.860929221	763.698826955
EIF3I	1469	9878	27735584	242.443146192	762.385069283
GLO1	2018	13541	27735584	241.931412687	760.775875584
RP11-161H23.5	682	4530	27735584	239.48400506	753.079774198
ACTR2	4158	27614	27735584	239.445963754	752.960149767
DDX5	2779	18446	27735584	239.318538908	752.559450462
RP11-603J24.17	436	2888	27735584	238.821479692	750.99640143
SSRP1	2836	18734	27735584	238.169954982	748.947621254
PPIB	1086	7165	27735584	237.875138782	748.020544236
NOP58	2061	13594	27735584	237.811010877	747.818888065
HSP90B1	2876	18925	27735584	237.25189593	746.060699003
RPS3	4363	28683	27735584	237.029306095	745.36074452
AL353354.1	68	447	27735584	237.00706687	745.290811205
RANBP1	1637	10754	27735584	236.855807609	744.815162361
SET	3462	22624	27735584	235.616127479	740.916872651
RPL32	3425	22348	27735584	235.256034401	739.784526409
RPL38	1569	10235	27735584	235.194731252	739.59175294
RHOA	2176	14156	27735584	234.554812543	737.579468919
TXN	874	5622	27735584	231.922078121	729.300590154
PCBP1	1751	11262	27735584	231.895361707	729.216577901
DDX21	5036	32326	27735584	231.434943648	727.768750404
NME2	1498	9615	27735584	231.419611624	727.720537423
RP11-159D12.5	714	4516	27735584	228.04387216	717.105210056
SRSF7	2497	15756	27735584	227.504564763	715.40930768
FTH1	1623	10165	27735584	225.81435594	710.094288508
NONO	3231	20230	27735584	225.746803698	709.881864187
PPA1	1340	8388	27735584	225.692074576	709.709763361
FBL	1179	7364	27735584	225.197030717	708.153051808
CNBP	1675	10398	27735584	223.81937925	703.820898372
GPX4	1240	7690	27735584	223.597704062	703.123820082
PA2G4	2636	16297	27735584	222.907635354	700.953834715
CCT8	2153	13149	27735584	220.196991363	692.429962047
NHP2	869	5279	27735584	219.025444682	688.745924318
SEPT2	4303	25758	27735584	215.825858934	678.684528728
RP11-793H13.8	1584	9450	27735584	215.099458187	676.400293878
HNRNPM	2709	16147	27735584	214.904507879	675.787254466
AC119673.1	1658	9879	27735584	214.82812818	675.547071381
GNL3	2152	12809	27735584	214.602928371	674.838909592
HNRNPD	3072	18210	27735584	213.723077726	672.072137236
STARD7	3376	19976	27735584	213.338273727	670.862085198
ATP1A1	4238	25058	27735584	213.180824579	670.366971677
PSMB4	971	5690	27735584	211.278702768	664.385572362
NDUFS5	551	3221	27735584	210.766610403	662.775250192
MIR3940	103	602	27735584	210.727857548	662.653388229
IMPDH2	1657	9658	27735584	210.149024239	660.83319294
SNRPB	1161	6754	27735584	209.744954141	659.562556855
HDLBP	6998	40400	27735584	208.146979068	654.537575306
CTC-425F1.4	272	1570	27735584	208.110232095	654.422021024
ATF4	2517	14446	27735584	206.931725994	650.716098751
SRSF1	3205	18339	27735584	206.305260415	648.746119349
MIR3620	80	456	27735584	205.512168051	646.252166494
RPL35A	1520	8655	27735584	205.298685882	645.580851917
RP4-816N1.7	289	1637	27735584	204.227171189	642.211374098
PGAM1	1834	10309	27735584	202.665532193	637.300654727
CCT6A	2733	15278	27735584	201.553135715	633.802620326
XPO1	5342	29802	27735584	201.142670537	632.511874318
ILF2	2212	12203	27735584	198.904300841	625.473112189
AL049829.1	281	1544	27735584	198.108751621	622.971433519
SRSF9	1205	6607	27735584	197.687834944	621.647821799
HDGF	2798	15215	27735584	196.059067059	616.526009381
ANP32A	2459	13335	27735584	195.522695787	614.839339926
SCD	5368	29102	27735584	195.466805064	614.663586337
SERBP1	6747	36570	27735584	195.423566696	614.527619259
RPL18A	2037	11004	27735584	194.770077878	612.472662765
RPS23	3916	21039	27735584	193.706902121	609.129407508
MAT2A	3762	20204	27735584	193.633838071	608.899650795
TUBB4B	1641	8749	27735584	192.226173416	604.473118088
MORF4L2	2162	11466	27735584	191.213668214	601.289201115
BSG	2290	12111	27735584	190.680906096	599.613880978
NUCKS1	6503	34330	27735584	190.336787318	598.531767409
HNRNPH1	4281	22526	27735584	189.71494189	596.576316504
RP6-24A23.7	4997	26090	27735584	188.246718714	591.959351886
PCNA	1478	7714	27735584	188.177582834	591.741947669
EIF4B	4178	21382	27735584	184.51962986	580.239173615
ATIC	2564	13090	27735584	184.070550386	578.827001355
RP11-575L7.8	392	1995	27735584	183.493007188	577.010862941
RAN	3176	16115	27735584	182.941611878	575.276948995
YBX3	1930	9754	27735584	182.216679135	572.997330423
PRDX3	1598	8063	27735584	181.920889159	572.067191274
RPL15	5231	26366	27735584	181.72815311	571.461114804
MRFAP1	2186	10957	27735584	180.719155819	568.288228783
AC104534.3	971	4856	27735584	180.310963206	567.004629067
RPL34	1143	5684	27735584	179.29596832	563.812883049
DDX1	2894	14294	27735584	178.081143692	559.992753784
DDX17	4804	23646	27735584	177.466903521	558.061218317
RPS9	1868	9139	27735584	176.394277003	554.688244261
RPS26	1187	5749	27735584	174.624137827	549.121876642
RP11-849F2.7	3093	14897	27735584	173.652717084	546.067153576
ATP5H	631	3034	27735584	173.360001631	545.146682554
SUMO1	1771	8464	27735584	172.313688409	541.85645311
RPS28	1330	6346	27735584	172.032742178	540.972991501
HSPA9	3338	15850	27735584	171.200732848	538.356660619
AC112205.1	101	478	27735584	170.635428745	536.579009179
RPL31	5387	25422	27735584	170.147441899	535.04448906
TOMM20	3392	15975	27735584	169.803918643	533.964248166
ATP5O	939	4412	27735584	169.407485649	532.717627669
DNAJA1	2390	11179	27735584	168.642775207	530.31292441
RRM2	3684	17212	27735584	168.451313241	529.710854415
ARPC2	1731	8086	27735584	168.422207107	529.619327462
MDH1	1894	8830	27735584	168.090594851	528.576541817
AL132780.1	110	511	27735584	167.490778109	526.690362167
ALDOA	4226	19564	27735584	166.913262749	524.874311293
ARF1	2204	10203	27735584	166.908702727	524.85997188
SFPQ	3757	17364	27735584	166.636934379	524.00537098
PCBP2	3186	14651	27735584	165.79986862	521.373139685
AC009133.15	549	2523	27735584	165.694308629	521.041196454
PRELID1	1266	5786	27735584	164.78110423	518.169540109
CCT2	2402	10902	27735584	163.642407357	514.588801665
RP11-498C9.2	531	2408	27735584	163.502593804	514.149144916
SNORD86	87	392	27735584	162.453659762	510.850674059
SNRNP70	1668	7458	27735584	161.208901229	506.936414838
COX6A1	575	2554	27735584	160.145866423	503.593602815
PFN1	1943	8629	27735584	160.121759452	503.517796198
HNRNPL	2528	11220	27735584	160.021549906	503.202677941
RPL36AL	748	3316	27735584	159.836370498	502.620364034
RP11-661A12.7	433	1915	27735584	159.456991944	501.427372812
ACLY	4407	19450	27735584	159.125301796	500.384342227
ATP5J2	646	2804	27735584	156.497778289	492.121849669
CTD-2515O10.5	521	2259	27735584	156.329591416	491.592970371
ATP6V1G2-DDX39B	2052	8871	27735584	155.868339214	490.142519833
HIST1H1C	643	2779	27735584	155.82612071	490.009759812
SNORD58B	67	287	27735584	154.443551272	485.662141356
MIR5047	101	432	27735584	154.214446062	484.941698672
RPL22	2657	11346	27735584	153.96212974	484.148266482
TOMM6	640	2714	27735584	152.894743446	480.791770796
MIF	942	3985	27735584	152.524674951	479.628055924
DNAJC8	1768	7443	27735584	151.784856196	477.301626897
CHCHD2	905	3785	27735584	150.792586231	474.18134151
RPS5	2070	8622	27735584	150.175939735	472.242239131
PDIA6	3501	14494	27735584	149.265290806	469.378618699
RPS19	2415	9997	27735584	149.250310124	469.331510548
MARCKSL1	1701	7012	27735584	148.627878583	467.374216555
TPT1	5636	23182	27735584	148.300495554	466.344730108
PRDX6	1756	7210	27735584	148.038078133	465.519534071
APEX1	1498	6144	27735584	147.877492857	465.014558703
DDX39B	2167	8883	27735584	147.796257159	464.759105479
NDUFB10	868	3557	27735584	147.749773983	464.612934801
MAZ	3219	13183	27735584	147.65765283	464.323251249
NOLC1	3983	16174	27735584	146.409688812	460.398912081
EWSR1	3052	12387	27735584	146.333679707	460.159894367
NOP56	2412	9785	27735584	146.266952109	459.950063218
HSD17B10	966	3916	27735584	146.159901581	459.613432856
OST4	721	2922	27735584	146.119316506	459.485809304
KPNA2	2790	11250	27735584	145.382122277	457.167633343
MIR4745	63	254	27735584	145.363661055	457.109580311
TAF15	2379	9572	27735584	145.06776934	456.179121235
COX5B	716	2872	27735584	144.62191185	454.777080802
PTBP1	3712	14888	27735584	144.607586488	454.732033366
ZC3H15	2148	8604	27735584	144.420488574	454.14368654
ODC1	2973	11906	27735584	144.388848928	454.044192722
EIF4G1	6497	26007	27735584	144.324504819	453.841856674
EIF1	2340	9357	27735584	144.17284124	453.364936414
HAT1	1637	6536	27735584	143.954766462	452.679179951
RP11-227G15.3	519	2068	27735584	143.663307822	451.762661092
P4HB	2616	10408	27735584	143.447250729	451.083249428
MIR4742	86	342	27735584	143.380582361	450.873604531
AP000350.10	794	3151	27735584	143.083839659	449.940469447
SNRPG	1542	6110	27735584	142.862919743	449.245766182
ATP5I	369	1459	27735584	142.558005604	448.286935252
MORF4L1	3256	12841	27735584	142.192645693	447.13802696
GDI2	2423	9552	27735584	142.135834888	446.959380089
EIF3A	6687	26278	27735584	141.684933375	445.541478258
PHB2	1528	5996	27735584	141.481923353	444.903094321
SNRNP200	7210	28252	27735584	141.278676589	444.263965929
CTB-12A17.3	298	1167	27735584	141.19433658	443.998750912
XX-FW83563B9.5	1940	7595	27735584	141.152551668	443.867354361
RP11-388M20.6	465	1818	27735584	140.96250576	443.26973729
DHX9	4268	16674	27735584	140.85688231	442.937594507
MRPL33	522	2036	27735584	140.627402753	442.215974653
DDX18	3810	14848	27735584	140.509493541	441.845198145
MIR3652	132	513	27735584	140.121932762	440.626477155
AC005104.3	444	1724	27735584	139.996435009	440.231837773
ATP5C1	1173	4552	27735584	139.915853632	439.978442123
PRDX2	993	3845	27735584	139.607831338	439.009837312
IRS4	3929	15190	27735584	139.392186427	438.331721792
HNRNPC	6280	23900	27735584	137.214795408	431.484712795
HNRNPF	3260	12396	27735584	137.096589988	431.113004836
HADHA	3057	11522	27735584	135.892383904	427.326266569
MIR4721	90	339	27735584	135.80628649	427.055525227
RP11-15B17.1	1723	6489	27735584	135.786058434	426.991916219
EIF4H	2686	10104	27735584	135.628205117	426.495531754
NDUFB8	1016	3817	27735584	135.453782541	425.947043706
RPL13	4730	17726	27735584	135.117714138	424.89024529
MCM6	3753	14062	27735584	135.092492422	424.810933253
AC009133.24	476	1770	27735584	134.069194107	421.593076329
RP1-65P5.3	152	565	27735584	134.019361668	421.436373579
H3F3B	2934	10891	27735584	133.835194289	420.857242091
DEK	3438	12740	27735584	133.606085799	420.136789093
EIF3B	3076	11395	27735584	133.564389555	420.005671366
GPATCH4	1980	7319	27735584	133.275169056	419.096190552
SRSF3	4393	16151	27735584	132.556460485	416.836144466
AL136376.1	344	1260	27735584	132.061062701	415.278319963
NGFRAP1	1083	3937	27735584	131.068896602	412.158361194
HDAC1	2138	7770	27735584	131.031587625	412.041039639
EIF3G	1114	4044	27735584	130.884627484	411.578909777
AC105030.1	86	312	27735584	130.803338294	411.323288344
KHDRBS1	2766	9971	27735584	129.971827557	408.708525333
CS	3158	11340	27735584	129.46835026	407.125294048
AC004824.1	65	233	27735584	129.242470056	406.414992694
PLS3	3535	12661	27735584	129.134199841	406.07452691
KHSRP	3013	10719	27735584	128.267852716	403.350217633
AAMP	2103	7462	27735584	127.931843231	402.29360449
SRSF2	2928	10382	27735584	127.841729503	402.010233471
CTD-2659N19.10	298	1053	27735584	127.401573624	400.626122288
PSMB1	934	3290	27735584	127.002335341	399.370680297
CBX3	2269	7973	27735584	126.692222083	398.395500256
RPS15A	4355	15278	27735584	126.485584365	397.745708691
AMD1	3692	12877	27735584	125.752228051	395.439601412
SNRPE	985	3434	27735584	125.697530517	395.267599918
EIF3D	2277	7891	27735584	124.948687338	392.912792749
IARS	4826	16722	27735584	124.92909293	392.851176308
RPL27A	6332	21933	27735584	124.887743178	392.721148156
APLP2	3938	13635	27735584	124.836652828	392.560489791
CCT5	4044	14001	27735584	124.827592313	392.531998156
AP000304.12	1086	3751	27735584	124.531702103	391.601543814
EPRS	5046	17426	27735584	124.512556079	391.541337357
TAGLN2	1951	6728	27735584	124.334427387	390.981195084
TRIM28	2977	10262	27735584	124.284182742	390.823196115
PRPF8	7534	25955	27735584	124.210440663	390.591307275
WDR43	3551	12176	27735584	123.627945584	388.759597209
AL109927.1	172	589	27735584	123.466612589	388.252270568
HSPA5	3916	13402	27735584	123.392742156	388.019978108
RP1-20B21.4	313	1071	27735584	123.369503942	387.946903377
MTHFD2	4464	15272	27735584	123.348653968	387.88133869
VDAC1	2159	7375	27735584	123.160677001	387.290227598
U2AF1L5	1825	6215	27735584	122.783765868	386.104995411
MCM7	3667	12422	27735584	122.135889633	384.06768821
AC009065.1	540	1827	27735584	121.985292732	383.594122217
CFL1	2437	8242	27735584	121.938196163	383.446022666
NOP10	556	1879	27735584	121.846953101	383.159100354
EIF5B	5808	19594	27735584	121.635174133	382.493141652
PSMD4	1369	4610	27735584	121.411594417	381.790074396
ERH	1436	4826	27735584	121.170126938	381.030757404
RP11-24C3.2	1054	3541	27735584	121.128963526	380.901315216
ARPC3	1021	3429	27735584	121.088926276	380.775414353
MRPL37	1831	6135	27735584	120.80611218	379.886079071
STRAP	1917	6418	27735584	120.709175937	379.581254021
CDC37	1616	5367	27735584	119.7437691	376.545442241
SF3B1	8183	27168	27735584	119.703762863	376.419638903
EIF4A2	1933	6403	27735584	119.430247686	375.559544936
KPNB1	6705	22207	27735584	119.413601159	375.507198381
SNRPD2	1504	4966	27735584	119.047852107	374.357066397
MRPL3	1812	5981	27735584	119.008585755	374.233589695
U2AF1	1888	6215	27735584	118.686638087	373.221195246
ALYREF	1094	3597	27735584	118.545698784	372.777998473
DARS	2377	7804	27735584	118.372484812	372.233310994
TSIX	37028	121414	27735584	118.222788121	371.762575797
RP11-552M11.4	725	2377	27735584	118.209902833	371.722056807
PSMD1	3368	11038	27735584	118.162859469	371.574124566
MCM4	4237	13872	27735584	118.043832536	371.199833282
NASP	3369	11007	27735584	117.796026398	370.420583785
VDAC2	1806	5888	27735584	117.547322326	369.638510648
PEBP1	1701	5544	27735584	117.511830984	369.526904818
RP4-734P14.4	830	2705	27735584	117.503786637	369.501608617
EIF4A3	1746	5670	27735584	117.0850659	368.184902235
FAM136A	2330	7544	27735584	116.736977319	367.09030525
CDC123	1555	5026	27735584	116.534569484	366.453814949
RPS21	1026	3316	27735584	116.527880246	366.432780017
HMGB2	1923	6195	27735584	116.151470297	365.24912385
PARK7	1391	4445	27735584	115.214548033	362.302884466
CCNG1	2477	7900	27735584	114.990978589	361.599849514
PSMB3	779	2481	27735584	114.829108154	361.090832843
OAT	2102	6636	27735584	113.824657151	357.932243048
GANAB	4042	12725	27735584	113.507397695	356.934591119
STIP1	2977	9351	27735584	113.250964025	356.128211545
PGD	1898	5935	27735584	112.742380473	354.528923164
RBMX	4003	12502	27735584	112.604718609	354.096032603
JUN	3541	11052	27735584	112.532413844	353.86866353
TUFM	2081	6473	27735584	112.149208275	352.663637903
VDAC3	1408	4359	27735584	111.621254552	351.003438216
PRPF19	2173	6698	27735584	111.134295832	349.472151135
CKS2	616	1895	27735584	110.91523082	348.783280789
TMBIM6	3424	10502	27735584	110.586202086	347.748619268
FKBP4	3794	11632	27735584	110.540074299	347.603566141
MIR3661	97	297	27735584	110.394490706	347.145764964
HIST1H2BK	382	1169	27735584	110.33513569	346.959117586
LBR	3910	11914	27735584	109.86099386	345.468134411
PDIA3	3740	11311	27735584	109.041567353	342.891371386
YARS	3251	9825	27735584	108.962805026	342.64369591
PRMT1	1921	5788	27735584	108.633517693	341.608221199
CTD-2545G14.7	780	2340	27735584	108.164298974	340.132719207
CTNNB1	4000	11977	27735584	107.956984068	339.480798162
KB-1043D8.6	385	1151	27735584	107.789703999	338.954770396
YWHAZ	6254	18622	27735584	107.357188759	337.594685912
NME1	1976	5880	27735584	107.288474691	337.378608121
ANP32E	3559	10579	27735584	107.17150125	337.010774234
METTL5	1896	5616	27735584	106.795130633	335.827241749
MIR1226	76	225	27735584	106.741084514	335.657288692
NDUFB3	842	2490	27735584	106.622765022	335.285222022
MRPL12	1033	3044	27735584	106.244635714	334.09615917
DDX3X	5835	17163	27735584	106.051063313	333.487452714
SCARNA15	128	376	27735584	105.910876079	333.046620891
MATR3	6376	18687	27735584	105.670548668	332.29088895
AHCY	2485	7259	27735584	105.320542757	331.19026274
COX8A	509	1485	27735584	105.189249494	330.777398836
PSMA3	986	2875	27735584	105.129262864	330.588765288
DBI	1452	4230	27735584	105.035579582	330.294169478
LAPTM4A	1772	5158	27735584	104.949483467	330.023432218
TOP2A	5793	16859	27735584	104.92789668	329.955550556
LRRC75A-AS1	2369	6836	27735584	104.039840691	327.162975728
MYL6	2355	6795	27735584	104.030631497	327.134016563
CBSL	2713	7824	27735584	103.978065509	326.968717911
AL441883.1	712	2053	27735584	103.961285484	326.91595156
UCHL1	1246	3568	27735584	103.245109347	324.663868949
BCLAF1	7317	20929	27735584	103.12835922	324.296737292
PSMC3	1592	4548	27735584	103.000676661	323.895227587
STMN1	2529	7220	27735584	102.932152181	323.67974597
PSAT1	2197	6268	27735584	102.863575477	323.464100135
UBC	3746	10679	27735584	102.783996151	323.213855527
SLC16A1	4674	13305	27735584	102.633433023	322.740395739
USMG5	904	2571	27735584	102.540712634	322.448827833
PABPC4	3119	8859	27735584	102.407558471	322.030112158
LUZP6	178	505	27735584	102.290207831	321.661092134
LRPPRC	6689	18924	27735584	102.003348472	320.759036143
HNRNPH3	2349	6639	27735584	101.901912997	320.440062838
MMADHC	2000	5626	27735584	101.422057671	318.931113044
RP11-977G19.10	946	2660	27735584	101.38020975	318.799518355
AL021546.6	557	1565	27735584	101.302889225	318.556376756
COX4I1	1781	5002	27735584	101.261056236	318.424829024
CBS	2777	7799	27735584	101.257156128	318.41256477
AC107081.5	804	2250	27735584	100.899532625	317.287984335
RP11-140L24.4	1233	3445	27735584	100.736958628	316.77675525
RP11-411B6.6	1244	3473	27735584	100.657719812	316.527581406
YWHAB	3151	8792	27735584	100.600922097	316.348975698
RPN1	2647	7373	27735584	100.427575411	315.803870887
SRP14	1482	4124	27735584	100.33053733	315.498725599
HMGB1	7360	20474	27735584	100.296913822	315.392993345
EI24	2477	6890	27735584	100.289600314	315.369995336
PAICS	6714	18656	27735584	100.184349204	315.03902341
DHFR	3923	10872	27735584	99.9203210509	314.208762276
ANXA5	1775	4918	27735584	99.8970934	314.135720763
HACD3	3876	10733	27735584	99.8389594849	313.952913248
PSMB7	988	2734	27735584	99.7709829269	313.739154627
PNN	3743	10344	27735584	99.6394610908	313.325571955
EIF3L	3764	10392	27735584	99.5433399699	313.023310131
RBBP7	2739	7545	27735584	99.3184417379	312.31609668
AC087645.1	1019	2802	27735584	99.1417617683	311.760510049
SUMO2	3377	9284	27735584	99.1212468341	311.695998926
RP4-613B23.5	607	1666	27735584	98.9575629275	311.181279626
